anselm; art,1
anstey; basketball,1
answ; art,1;basketball,1;beauty,2;fashion,1;gossip,3;health,1;nature,2;politics,2;technology,2;university,3
ant; art,27;beauty,14;fashion,28;films,3;gossip,12;health,9;nature,12;politics,9;technology,19;travel,3;university,34
antagon; gossip,1
antarctic; nature,2
antebell; beauty,1
antec; gossip,3
antenn; nature,3
antery; gossip,2
antheil; art,2
antholog; art,2;films,1
anthony; basketball,3;beauty,2;films,1;football,60;health,1;nature,4;politics,1;technology,22
anthonyanthony; football,12
anthonyburgess; technology,1
anthrac; nature,2
anthrop; nature,1
anthropog; health,1
anthropol; beauty,1
anthropolog; art,2;fashion,5;gossip,5;politics,1;technology,4;university,2
antibios; nature,1
antibiot; health,2
antibody; health,8
antichr; films,2
anticip; art,2;beauty,2;gossip,2;politics,1;technology,1;university,1
anticommon; politics,1
antietam; beauty,3
antifreez; health,3
antig; health,2
antigu; football,24;university,1
antil; football,48
antimat; nature,1;technology,3
antimicrob; health,1;technology,2
antimon; health,1
antimony; health,1
antioxid; health,1
antipr; nature,1
antiretrovir; health,47
antisept; health,4
antislavery; beauty,6
antisoc; gossip,1
antivir; health,8
antiw; technology,1
antoin; football,12;technology,1
antoineantoin; football,24
antoinet; fashion,1
anton; art,14;football,12
antonianton; football,24
antoniett; politics,1
antonin; art,5
antonio; art,2;basketball,3;football,156;nature,4;politics,1
antonioantonio; football,96
antoniojosé; football,24
antonioju; football,12
antony; art,1;nature,2
antonym; gossip,1
antônio; football,36
anub; technology,1
anup; health,1
anuvrat; gossip,1
anvil; technology,1
anxy; beauty,2;fashion,1;gossip,2;health,1;politics,1;technology,1
anybody; art,1;technology,1
anyon; beauty,1;gossip,1;health,1;politics,1;technology,2;university,2
anyth; basketball,3;beauty,1;fashion,2;films,1;gossip,2;politics,2;technology,4;university,1
anyway; nature,1
anywh; politics,1;technology,1;university,1
anz; basketball,1
anzalon; technology,9
anzeig; beauty,1
ao; films,2;health,1;university,1
aono; nature,1
aort; beauty,1
ap; art,8;beauty,5;fashion,2;films,2;gossip,1;nature,2;politics,3;technology,6;university,9
aparigrah; gossip,1
apart; beauty,1;fashion,2;health,2;nature,5;politics,1;technology,1;travel,1;university,1
apartheid; technology,1
apathy; beauty,1
apatit; nature,1
apc; university,1
apert; films,29
apes←earliest; nature,1
apex; fashion,4;nature,1
apg; basketball,1
aphid; nature,1
apicell; beauty,1
aplomb; gossip,10
aplɔ̃; gossip,1
apocalyps; art,2;technology,1
apocryph; art,1
apolit; art,4;university,1
apollinair; art,2
apollo; art,1;basketball,19;health,1;nature,1
apolog; films,2;gossip,1;technology,1
apologet; art,1
apont; health,1
apoptos; health,3
apost; beauty,1
apostl; university,1
apostol; university,3
app; art,2;beauty,1;fashion,2;gossip,1;health,3;nature,1;politics,1;technology,2
appal; politics,1
appalach; art,2;university,1
apparat; films,1;health,1;nature,3;technology,3
apparel; fashion,2;gossip,1;technology,3
appay; health,1
appear; art,10;beauty,19;fashion,7;films,15;football,540;gossip,3;health,17;nature,18;politics,11;technology,14;university,5
appearance—many; beauty,1
appeas; politics,1
appel; art,2
appendix; politics,1;technology,1
appetit; health,1
appignanes; art,2
appl; art,2;fashion,1;films,2;health,2;politics,1;technology,3;university,6
appleton; nature,1
appliquéd; fashion,2
apply; art,20;beauty,6;fashion,2;films,10;gossip,17;health,14;nature,6;politics,5;technology,61;travel,1;university,26
appoint; beauty,25;gossip,2;politics,4;university,8
appomattox; beauty,3
apport; nature,1
appr; university,3
appra; beauty,1;gossip,3;technology,2;travel,1
apprecy; art,9;beauty,2;gossip,1;health,1;nature,1;politics,1;travel,3
apprehend; beauty,2;health,1
approach; art,9;basketball,1;beauty,3;fashion,2;films,4;gossip,2;health,12;nature,20;politics,5;technology,14;travel,2;university,7
approb; politics,1
approfondiesdiplôm; university,1
approfondy; university,2
appropry; art,4;basketball,2;beauty,1;fashion,1;gossip,2;health,6;nature,2;politics,5;technology,11;travel,2;university,1
