User;UserID;TweetId;LABEL;Is this a RT?;Is there an URL?;Has it been RT?;Has it been replied?;is it  a reply?;#ofREPLIES;#ofRT;#ofFollowers;#ofFollowings;#ofStatuses
highprophetsfaq;1190977230;727019919959822000;NR;NO;YES;NO;NO;NO;0;0;1950;52;17
divinityofqueen;718761356036543000;727014949466333000;NR;YES;YES;NO;NO;NO;0;0;1651;131;241
Eeva094;2334793252;727010754491199000;R;YES;YES;NO;NO;NO;0;0;61;17;45
gobarefoot_co;3357094154;727007257829872000;NR;NO;YES;NO;NO;NO;0;0;1571;142;192
kb2227;985504188;727005344614879000;NR;NO;YES;NO;NO;NO;0;0;256;102;369
SriLankaMirror;213423172;727003995529597000;R;NO;YES;NO;NO;NO;0;0;55229;1409;347
SheikhFareed00;726671791586845000;727003043263181000;R;NO;NO;NO;NO;YES;0;0;84;18;46
anuya37;628208022;727002162807472000;R;YES;YES;NO;NO;NO;0;0;991;69;178
marthaneuman;1393401553;727001929893585000;NR;YES;YES;NO;NO;NO;0;0;264;111;210
toufiquemahabub;50997235;727001458760012000;R;YES;YES;NO;NO;NO;0;0;5125;637;320
noozman_boozman;3145285353;727001087954162000;NR;YES;YES;NO;NO;NO;0;0;305;26;153
unbnewsroom;3306545726;727000793706951000;NR;NO;YES;NO;NO;NO;0;0;1173;45;253
bidush_barman;4642058799;727000210619126000;R;YES;YES;NO;NO;NO;0;0;157;8;28
dailydimattia;2200553682;726999139792331000;R;YES;NO;NO;NO;NO;0;0;3053;592;930
KrstnKthln;180840685;726998897873158000;R;YES;NO;NO;NO;NO;0;0;1896;424;903
CPnewsdesigns;15240091;726997288422355000;R;NO;NO;YES;NO;NO;0;1;1065;253;529
CPnewsdesigns;15240091;726996867188461000;R;NO;NO;NO;NO;NO;0;0;1065;253;529
dailystarnews;77696645;726996558206497000;R;NO;YES;YES;NO;NO;0;2;64502;146047;83
IlonaKickbusch;833820320;726996055292822000;NR;NO;YES;NO;NO;NO;0;0;36609;6179;847
dailystarnews;77696645;726994476766360000;R;NO;YES;YES;NO;NO;0;4;64502;146047;83
ca_ces;3124983383;726990341883187000;NR;YES;YES;NO;NO;NO;0;0;2468;468;2000
B28Blair;2914673670;726990152371819000;NR;YES;YES;NO;NO;NO;0;0;17946;1291;4958
tmj228;45721176;726989795252142000;NR;YES;YES;NO;NO;NO;0;0;9156;418;373
KinolaiHealth;3041054075;726989729284002000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;726989728117981000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
DhakaTribune;756796452;726989615748391000;NR;NO;YES;YES;NO;NO;0;1;23977;51075;47
nonpietra;3360312107;726989317336367000;NR;YES;YES;NO;NO;NO;0;0;32395;1907;1727
GrahameLucas;38474832;726988493247943000;NR;NO;YES;YES;NO;NO;0;2;27501;11490;10686
small_sma;2374704301;726987971006595000;NR;YES;YES;NO;NO;NO;0;0;32100;216;177
ZikaVirusNews;4579860622;726983196273857000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
zasha1987;2325704623;726982857684451000;NR;YES;YES;NO;NO;NO;0;0;11254;181;211
currentbrands;82479041;726980924089483000;R;YES;NO;NO;NO;NO;0;0;1982;693;3384
Criticalanglez;483429828;726980541262631000;NR;YES;YES;NO;NO;NO;0;0;190608;2270;2305
LeilaWalsh8;1289801750;726979534256521000;NR;YES;YES;NO;NO;NO;0;0;9473;771;977
CarterTinaM;47210765;726978979886993000;NR;YES;YES;NO;NO;NO;0;0;1002;291;421
Itsmeem35;523744312;726977342548140000;NR;YES;YES;NO;NO;NO;0;0;558;76;191
YuukiFushimi;439825740;726976805480059000;NR;YES;YES;NO;NO;NO;0;0;68013;3260;5002
teka21bat;2179089168;726975847396184000;NR;YES;YES;NO;NO;NO;0;0;123133;3895;3707
ShesMadeline__;615402129;726975763010855000;NR;YES;YES;NO;NO;NO;0;0;6350;258;282
KSwa50;885601772;726975481170424000;NR;YES;YES;NO;NO;NO;0;0;45073;561;254
PPFA;402957663;726975191964914000;NR;YES;YES;NO;NO;NO;0;0;6565;75467;647
gusportela;114484518;726974631597330000;R;YES;YES;NO;NO;NO;0;0;9490;2747;1177
youinmindJA;626071785;726974430841205000;NR;NO;YES;NO;NO;NO;0;0;22356;7824;7173
KinolaiHealth;3041054075;726973145937121000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;726973145077305000;R;NO;YES;YES;NO;NO;0;1;20356;5295;5572
KinolaiHealth;3041054075;726973144259400000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
DDenutritionist;2149329072;726972321651671000;R;NO;NO;NO;NO;NO;0;0;1084;548;2363
robinsnewswire;40173650;726971158155923000;R;NO;YES;NO;NO;NO;0;0;970127;23130;18954
Voltaireon;278387899;726970188206346000;R;NO;NO;NO;NO;NO;0;0;5555;410;1608
KarolArambula;101868031;726967915166073000;NR;YES;YES;NO;NO;NO;0;0;22150;1265;3402
robinsnewswire;40173650;726967344539550000;NR;NO;YES;NO;NO;NO;0;0;970127;23130;18954
GaBy3007;29393076;726967340777120000;R;NO;NO;NO;NO;NO;0;0;16713;823;672
JoannnRawrr;2794232660;726966646405919000;R;YES;NO;NO;NO;NO;0;0;958;211;483
bugpatchamerica;724377015118389000;726958519648289000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
fdocrespo;2584677434;726957824740327000;R;YES;NO;NO;NO;NO;0;0;5752;998;4213
Murine98;3834652756;726956855562379000;R;YES;NO;NO;NO;NO;0;0;635;78;256
KinolaiHealth;3041054075;726956426711564000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;726956425147126000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
caseyu00;4840978758;726956390057546000;R;YES;NO;NO;NO;NO;0;0;104;59;132
bugpatchamerica;724377015118389000;726956342015971000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
HSaludPublica;2647217843;726953550262243000;NR;YES;YES;NO;NO;NO;0;0;1169;532;172
DustyManther;612991879;726953522369991000;R;NO;NO;YES;NO;NO;0;2;1264;164;218
IvanRoger_;2584672796;726952102719832000;NR;YES;YES;NO;NO;NO;0;0;17200;1083;1017
hotpinknachos;1883279358;726947810331881000;R;YES;YES;NO;NO;NO;0;0;16613;1678;1655
ukrainik;2375882414;726947596770656000;R;NO;YES;NO;NO;NO;0;0;37247;1989;880
msunielsen;22819266;726947227168440000;R;NO;YES;YES;NO;NO;0;1;38773;2317;2485
Madison9876543;2402393324;726942961229947000;R;YES;NO;NO;NO;NO;0;0;403;85;281
kougher;39791242;726942800277848000;R;YES;NO;NO;NO;NO;0;0;33295;1728;1645
bettycjung;118788479;726941915929805000;R;NO;YES;NO;NO;NO;0;0;40575;343;88
ReggieEarl;4220148854;726940842372518000;R;NO;NO;NO;NO;NO;0;0;1745;288;419
KinolaiHealth;3041054075;726939916089717000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
bettycjung;118788479;726939603589059000;R;NO;YES;NO;NO;NO;0;0;40575;343;88
Jetgumdrop;4909457226;726935196528873000;R;YES;NO;NO;NO;NO;0;0;881;127;174
ZikaVirusNews;4579860622;726933517976764000;R;NO;YES;NO;NO;NO;0;0;1791;23;0
Ryan_Mac_Phd;4705081039;726932564707963000;NR;NO;YES;NO;NO;NO;0;0;849;241;425
joly2u;75521916;726929735595360000;R;YES;YES;NO;NO;NO;0;0;108841;1273;1069
odonnellPS28;1973795336;726925554113483000;NR;YES;YES;NO;NO;NO;0;0;3450;521;848
ckpleon8;719173622208860000;726924693194826000;NR;YES;YES;NO;NO;NO;0;0;14;12;85
JCBua;16737566;726921187440378000;R;NO;YES;NO;NO;NO;0;0;26423;2288;2489
BettyGibet;4886272079;726919962460344000;NR;YES;YES;NO;NO;NO;0;0;8687;187;143
drkathyhsiao;2788529930;726915061596344000;NR;YES;YES;NO;NO;NO;0;0;1753;906;1903
biljon5;21433328;726913583016108000;R;NO;NO;NO;NO;NO;0;0;27689;4887;4992
sorana1965;299487527;726911429681529000;R;YES;YES;NO;NO;NO;0;0;10579;1652;1938
FinnJean;345367421;726911313553674000;NR;YES;YES;NO;NO;NO;0;0;2160;79;126
CardPamcard;874724448;726910416660505000;R;YES;YES;NO;NO;NO;0;0;57350;1104;1386
FreedomChild3;2716100047;726910008554885000;R;NO;YES;YES;NO;NO;0;1;184594;20233;9365
OdessaYabut;238763247;726909717491016000;NR;YES;YES;NO;NO;NO;0;0;843;242;266
__jacquelyn_;35614925;726908252517081000;NR;NO;YES;NO;NO;NO;0;0;759;163;214
KinolaiHealth;3041054075;726908077761417000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
__jacquelyn_;35614925;726907380630327000;NR;NO;YES;NO;NO;NO;0;0;759;163;214
KQEDscience;22695157;726906604306727000;NR;NO;YES;YES;NO;NO;0;3;50159;20849;22531
AvonbyKC;3377095907;726904077502796000;R;NO;NO;NO;NO;NO;0;0;890;18;36
sedj4wd;265084821;726903961668583000;R;YES;YES;NO;NO;NO;0;0;43042;7292;7404
BarbaraSteffek;635069900;726903100548731000;NR;YES;YES;NO;NO;NO;0;0;2463;170;36
rightwinglatina;523409160;726902086361833000;NR;YES;YES;NO;NO;NO;0;0;57651;10290;10140
LouiseM_USA;726067929482191000;726900833296744000;R;YES;NO;NO;NO;NO;0;0;107;21;70
JEstrada15;327441834;726900824694100000;R;YES;NO;NO;NO;NO;0;0;6104;376;1128
N8_kirk;163939196;726898655723180000;R;NO;NO;NO;NO;NO;0;0;6360;499;524
rodrigonunescal;716577519785394000;726896626950885000;NR;YES;YES;NO;NO;NO;0;0;1667;694;5000
tamraraven;247637778;726895360887677000;NR;YES;YES;NO;NO;NO;0;0;48588;1937;3832
tomperrone;50841102;726894176336511000;R;NO;NO;NO;NO;NO;0;0;450;47;153
RaphaelXimenes;28560089;726893934002213000;NR;NO;YES;NO;NO;NO;0;0;4296;215;254
jaminbrahmbhatt;124023833;726886800271221000;NR;NO;YES;YES;NO;NO;0;1;8329;19538;1734
ZikaVirusNews;4579860622;726884259080864000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
olkeef;2151710489;726880762658722000;NR;YES;YES;NO;NO;NO;0;0;7172;105;321
bugpatchamerica;724377015118389000;726879090637054000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
KinolaiHealth;3041054075;726873959862403000;NR;NO;YES;YES;NO;NO;0;1;20356;5295;5572
Simeon_5;407702780;726871738538185000;NR;YES;YES;NO;NO;NO;0;0;61260;2095;408
WiPoKuLi;257471968;726871098088907000;NR;YES;YES;NO;NO;NO;0;0;130467;8691;9036
WiPoKuLi;257471968;726871057022521000;NR;YES;YES;NO;NO;NO;0;0;130467;8691;9036
WiPoKuLi;257471968;726870909844337000;NR;YES;YES;NO;NO;NO;0;0;130467;8691;9036
WiPoKuLi;257471968;726869231418102000;R;YES;YES;NO;NO;NO;0;0;130467;8691;9036
m13kd;1547350644;726861895974703000;NR;YES;YES;NO;NO;NO;0;0;7741;683;3196
AmberRishi;2615370416;726855070667661000;R;YES;NO;NO;NO;NO;0;0;35762;164;114
unngls;95673988;726852319833407000;NR;YES;YES;NO;NO;NO;0;0;14891;10955;1849
OribaDan;778169311;726852168452547000;NR;NO;YES;NO;NO;NO;0;0;1918;394;838
SmarterRegs;2752834070;726849947472032000;NR;NO;YES;NO;NO;NO;0;0;16499;455;699
CHRC_UGA;725141393581167000;726844652335305000;NR;NO;YES;NO;NO;NO;0;0;12;1;4
samraiman;67186757;726842996654768000;NR;YES;YES;NO;NO;NO;0;0;22069;477;657
KinolaiHealth;3041054075;726842206099624000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
gdorn1;766431397;726839721930969000;R;YES;YES;NO;NO;NO;0;0;1764;515;966
lizditz;4937061;726838553611633000;R;YES;NO;NO;NO;NO;0;0;67586;6644;5840
lizditz;4937061;726838531641889000;R;YES;NO;NO;NO;NO;0;0;67586;6644;5840
CloseToHomeMD;298299421;726837174356873000;R;NO;NO;YES;NO;NO;0;2;21900;3212;2093
astronglady;1053271752;726834933147160000;R;NO;NO;NO;NO;NO;0;0;38765;1618;1165
astronglady;1053271752;726834453176144000;R;NO;NO;NO;NO;NO;0;0;38765;1618;1165
HomeLivingAid;1573320613;726834329159086000;NR;YES;YES;NO;NO;NO;0;0;11769;537;31
kinsa;1130198744;726834265128735000;R;YES;NO;NO;NO;NO;0;0;6048;3401;1076
giftedandcursed;14090386;726834139014517000;R;YES;NO;NO;NO;NO;0;0;1036;71;151
astronglady;1053271752;726833807240765000;R;NO;NO;NO;NO;NO;0;0;38765;1618;1165
Disabilitygov;21783950;726833753478279000;NR;NO;YES;YES;NO;NO;0;3;14486;99385;1297
BigDataTweetBot;3356052532;726833669885796000;R;YES;YES;NO;NO;NO;0;0;809784;11927;240
astronglady;1053271752;726833256339919000;R;NO;NO;NO;NO;NO;0;0;38765;1618;1165
CloseToHomeMD;298299421;726833071392186000;R;NO;NO;NO;NO;NO;0;0;21900;3212;2093
Houseskivvy;3366309581;726832948184535000;R;YES;NO;NO;NO;NO;0;0;1519;808;2133
10chaselane;274104261;726832225854087000;R;YES;NO;NO;NO;NO;0;0;98418;1829;1985
10chaselane;274104261;726831904109027000;R;YES;NO;NO;NO;NO;0;0;98418;1829;1985
Abby_Retweet;711911236846260000;726831856771977000;R;YES;YES;NO;NO;NO;0;0;15771;455;4
mitdoc;161889273;726831733849485000;R;YES;NO;NO;NO;NO;0;0;5879;693;561
atticusfinch71;208539732;726831706896896000;R;YES;NO;NO;NO;NO;0;0;21545;2962;2768
10chaselane;274104261;726831499690004000;R;YES;NO;NO;NO;NO;0;0;98418;1829;1985
atticusfinch71;208539732;726831493000008000;R;YES;NO;NO;NO;NO;0;0;21545;2962;2768
jlmico;221088789;726831051818078000;R;NO;YES;YES;NO;NO;0;3;25334;6795;6088
CloseToHomeMD;298299421;726830390921560000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
CloseToHomeMD;298299421;726830173300122000;R;NO;NO;YES;NO;NO;0;2;21900;3212;2093
CloseToHomeMD;298299421;726829843682320000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
GalactoDoc;718888154;726829713264640000;R;YES;NO;NO;NO;NO;0;0;2140;877;157
Dr_NicholsonPHX;28272729;726829563620127000;R;NO;NO;NO;NO;NO;0;0;3933;706;598
CloseToHomeMD;298299421;726829546054533000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
atticusfinch71;208539732;726829463602766000;R;YES;NO;NO;NO;NO;0;0;21545;2962;2768
CloseToHomeMD;298299421;726829346003018000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
CloseToHomeMD;298299421;726829157414490000;R;NO;NO;YES;NO;NO;0;4;21900;3212;2093
TAFORU;30155403;726828100764324000;NR;NO;YES;NO;NO;NO;0;0;34397;2388;2748
pediacast;249280293;726826346744308000;R;YES;NO;NO;NO;NO;0;0;5287;1935;1117
KinolaiHealth;3041054075;726826068858929000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
Dr_NicholsonPHX;28272729;726825856505516000;R;NO;NO;NO;NO;NO;0;0;3933;706;598
SusanaDeLeonMD;367489515;726825287342789000;R;YES;NO;NO;NO;NO;0;0;133274;11754;12385
CloseToHomeMD;298299421;726825176881619000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
bugpatchamerica;724377015118389000;726824898010575000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
CloseToHomeMD;298299421;726824824878805000;R;NO;NO;YES;NO;NO;0;1;21900;3212;2093
bugpatchamerica;724377015118389000;726824725385634000;NR;YES;YES;NO;NO;NO;0;0;511;39;97
astronglady;1053271752;726823959761576000;R;YES;YES;NO;NO;NO;0;0;38765;1618;1165
astronglady;1053271752;726823950676697000;R;YES;YES;NO;NO;NO;0;0;38765;1618;1165
astronglady;1053271752;726823878706623000;NR;YES;YES;NO;NO;NO;0;0;38765;1618;1165
astronglady;1053271752;726823844715995000;NR;YES;YES;NO;NO;NO;0;0;38765;1618;1165
CloseToHomeMD;298299421;726823017549062000;R;NO;NO;NO;NO;NO;0;0;21900;3212;2093
CloseToHomeMD;298299421;726822788376437000;R;NO;NO;NO;NO;NO;0;0;21900;3212;2093
4CMedicalGroup;2723024371;726821896918966000;R;NO;YES;NO;NO;NO;0;0;173;11;39
astronglady;1053271752;726820815891624000;R;NO;NO;NO;NO;YES;0;0;38765;1618;1165
TAMU_Safety;2669474048;726820628058149000;R;YES;YES;NO;NO;NO;0;0;182;206;184
CloseToHomeMD;298299421;726818768354202000;R;NO;NO;NO;NO;NO;0;0;21900;3212;2093
astronglady;1053271752;726818479689490000;NR;YES;YES;NO;NO;NO;0;0;38765;1618;1165
astronglady;1053271752;726818462689989000;NR;NO;YES;YES;NO;NO;0;1;38765;1618;1165
kb_leecaster;2915722919;726817060517376000;R;YES;YES;NO;NO;NO;0;0;6977;248;483
CUMC_Women;725748684546281000;726816147207803000;NR;NO;YES;NO;NO;NO;0;0;3;7;29
ByzantineRex;719036521362272000;726812725863551000;R;NO;NO;NO;NO;YES;0;0;1432;356;1631
SoundSystemOne;231050419;726811533104259000;NR;YES;YES;NO;NO;NO;0;0;51327;601;1363
cucumberjuice;92181782;726810350453142000;NR;NO;YES;NO;NO;YES;0;0;147857;1605;659
OriginalG3045;1514249862;726810086421750000;R;NO;YES;NO;NO;NO;0;0;363;125;393
irfan2k9;43586864;726809765813359000;R;YES;YES;NO;NO;NO;0;0;3257;598;2893
KinolaiHealth;3041054075;726809594626855000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
channingdutton;20353094;726807042623578000;R;NO;YES;YES;NO;NO;0;1;5723;247;46
purpleangel6868;952163491;726805575598744000;R;YES;NO;NO;NO;NO;0;0;11178;660;1953
abcrocker;28014928;726804392926540000;R;YES;YES;NO;NO;NO;0;0;7027;683;942
aglifesciences;19309639;726803683611124000;R;NO;YES;YES;NO;NO;0;3;2450;6733;1216
medsinpregnancy;2463117790;726803566933975000;NR;NO;YES;NO;NO;NO;0;0;5245;710;544
jenniferanneall;38934608;726803438365864000;NR;YES;YES;NO;NO;NO;0;0;935;32;78
xoSheri;51813493;726797750071779000;R;YES;NO;NO;NO;NO;0;0;17130;3107;3452
denisborges26;637158677;726793687548744000;NR;YES;YES;NO;NO;NO;0;0;81685;539;212
Purplegarter1;709828169;726793626769052000;NR;YES;YES;NO;NO;NO;0;0;181585;4179;2159
rockykistner1;250916233;726790936815100000;R;NO;YES;NO;NO;NO;0;0;3914;940;609
orchardmerkel;1609063080;726790569175868000;R;NO;YES;NO;NO;NO;0;0;96;42;93
robinkoretsky;269896205;726789577868898000;NR;NO;YES;NO;NO;NO;0;0;794;121;337
veracrivella;105216454;726785379144204000;NR;YES;YES;NO;NO;NO;0;0;3762;108;120
atsetsegma;529233639;726784856475079000;NR;YES;YES;NO;NO;NO;0;0;497;57;77
BCCIC;42982767;726784556892705000;NR;YES;YES;NO;NO;NO;0;0;3883;2099;1592
nobodyX11X;3535176793;726784202285281000;R;YES;NO;NO;NO;NO;0;0;1661;258;564
Munnaf_Hussain;247791577;726781230461514000;R;YES;NO;NO;NO;NO;0;0;3581;120;235
m_rc8dez_7;204949773;726780767439716000;NR;YES;YES;NO;NO;NO;0;0;15124;107;48
Ken_Alabama;331756025;726778832934572000;NR;NO;YES;NO;NO;YES;0;0;5409;1031;2389
weldamouton;261798536;726778535042495000;NR;YES;YES;NO;NO;NO;0;0;1166;326;443
A4D013;4869061317;726778359896769000;NR;YES;YES;NO;NO;NO;0;0;66;17;51
BookofAdele;82288185;726777946250211000;NR;YES;YES;NO;NO;NO;0;0;8998;57;294
Joeskot;59519188;726773724830163000;NR;YES;YES;NO;NO;NO;0;0;691;126;604
HCMgg70;2723152468;726771735270404000;NR;YES;YES;NO;NO;NO;0;0;1717;32;90
chrislmendonca;14593359;726768657884434000;NR;YES;YES;NO;NO;NO;0;0;20835;1345;2261
tunitafish;134224350;726766225095725000;NR;YES;YES;NO;NO;NO;0;0;48;15;128
iamJennyDianne;146384248;726765499669828000;R;YES;NO;NO;NO;NO;0;0;16565;1182;1599
Lilianamaguti;2292958556;726765438043079000;NR;YES;YES;NO;NO;NO;0;0;601;80;152
laocampo_;550945492;726764476289061000;R;YES;NO;NO;NO;NO;0;0;76247;1656;968
jmmuriu;2550266892;726764464482189000;NR;YES;YES;NO;NO;NO;0;0;5846;436;363
alpereirinha;327002505;726763659393913000;R;YES;NO;NO;NO;NO;0;0;3530;271;243
BugDoc100;1162729128;726760729429217000;R;NO;NO;NO;NO;NO;0;0;36;16;115
7marycarmen;542953011;726759927780397000;NR;YES;YES;NO;NO;NO;0;0;1885;112;136
KinolaiHealth;3041054075;726759777221517000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
lMiguelPinheiro;1316885364;726759090786079000;NR;YES;YES;NO;NO;NO;0;0;2739;193;503
murthy0506;929605572;726758543764808000;NR;YES;YES;NO;NO;NO;0;0;5632;216;186
TheSarg22;860633640;726757550813749000;R;YES;YES;NO;NO;NO;0;0;3433;36;30
AdvanPracticeRN;326442688;726756865833591000;R;NO;YES;NO;NO;NO;0;0;10350;1387;277
eldato27;85634458;726755543444951000;NR;YES;YES;NO;NO;NO;0;0;23001;2318;3108
KateForIan;2368611337;726755327757148000;NR;YES;YES;NO;NO;NO;0;0;35254;727;529
LanBo44;68658717;726753503553675000;R;YES;YES;NO;NO;NO;0;0;6106;113;161
KOUASSIFranois;830691013;726750669693157000;NR;YES;YES;NO;NO;NO;0;0;3066;256;475
NJTVNews;35778956;726750564915126000;NR;NO;YES;NO;NO;NO;0;0;36034;21491;1261
zikavirusnet;4569019157;726750472338588000;NR;YES;YES;NO;NO;NO;0;0;338;234;410
acblet;941207700;726749456612348000;NR;YES;YES;NO;NO;NO;0;0;6797;302;398
SouthernDCBlogs;582689231;726747563911565000;NR;YES;YES;NO;NO;NO;0;0;963;49;145
UltraCapitalAu;3015926280;726747263201071000;NR;YES;YES;NO;NO;NO;0;0;4754;99;151
PuertoRicoSerio;1035540452;726747000247472000;R;YES;YES;NO;NO;NO;0;0;16980;1829;269
moneysavingmove;168102806;726746938469671000;NR;YES;YES;NO;NO;NO;0;0;6396;972;2191
kinanti0205;273791807;726746670793269000;NR;YES;YES;NO;NO;NO;0;0;5946;1005;2046
DanielRaihani;717365250379518000;726746620499481000;NR;YES;YES;NO;NO;NO;0;0;2723;145;408
sunnyk8quist;2652182610;726746158111048000;NR;YES;YES;NO;NO;NO;0;0;68976;905;1011
Yeam;3066132232;726745930033156000;NR;YES;YES;NO;NO;NO;0;0;6357;332;362
GlobalGoalsUN;115099953;726745742719611000;NR;NO;YES;YES;NO;NO;0;36;14634;177541;492
ZensoInsights;165486730;726745053524316000;NR;YES;YES;NO;NO;NO;0;0;30429;4055;1678
KinolaiHealth;3041054075;726743892763116000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
Blog_The_World;127448134;726741619752448000;R;NO;YES;NO;NO;NO;0;0;68093;7316;3177
BowMaoTruthTeam;467296247;726740655775445000;R;NO;YES;NO;NO;NO;0;0;67466;9965;10001
ZikaVirusNews;4579860622;726737329667207000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
Johnna434;4608117141;726735095801872000;NR;YES;YES;NO;NO;NO;0;0;229;93;870
Roxana608;4558392333;726734900716511000;NR;YES;YES;NO;NO;NO;0;0;418;214;894
Chimp999;56520458;726734776862954000;R;YES;NO;NO;NO;NO;0;0;120087;1808;3323
Lorine920;4689981494;726734649355981000;NR;YES;YES;NO;NO;NO;0;0;230;121;299
Darius24234;4580079975;726734602329428000;NR;YES;YES;NO;NO;NO;0;0;242;198;650
stick375;69013390;726728850189746000;R;YES;YES;NO;NO;NO;0;0;24093;589;1025
JodelDeauna;342453276;726728626897588000;R;NO;NO;NO;NO;NO;0;0;17000;495;1956
fiftyshadesofss;1015848373;726727593685193000;R;YES;YES;NO;NO;NO;0;0;69035;400;136
fiftyshadesofwm;2287242588;726727337371300000;R;YES;YES;NO;NO;NO;0;0;4018;602;39
zikavirusupdate;4894286096;726724018947150000;R;NO;YES;NO;NO;NO;0;0;85;8;2
heidi5969;28120619;726714744703488000;R;YES;NO;NO;NO;NO;0;0;9155;884;1336
SophiaNicolett3;4189828040;726713354262213000;R;YES;NO;NO;NO;NO;0;0;253;25;15
ConnieInAmerica;561624760;725298755981861000;R;NO;NO;NO;NO;NO;0;0;23065;274;390
BelatiSisi;4436852134;725296030158348000;R;YES;YES;NO;NO;NO;0;0;2212;22;248
amandsst;2810050196;725295990291456000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
nucliosis;79461098;725295739329384000;R;YES;YES;NO;NO;NO;0;0;20757;1210;1467
nucliosis;79461098;725295696471974000;R;YES;YES;NO;NO;NO;0;0;20757;1210;1467
amandsst;2810050196;725294996367249000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
womenshealth2d;717991894391783000;725294831690502000;NR;NO;YES;NO;NO;NO;0;0;65;53;63
sarahnolimite;4331263221;725294354370322000;R;YES;YES;NO;NO;NO;0;0;19310;457;719
mynahcare;3243913885;725293230560924000;NR;NO;YES;YES;NO;NO;0;4;1687;221;284
syalmas;358672452;725292244790567000;R;YES;YES;NO;NO;NO;0;0;42724;4763;4874
RandyRuss12;2730562832;725291357946925000;R;NO;NO;NO;NO;YES;0;0;556;49;87
4HopefulFutures;3375135935;725290962210148000;NR;YES;YES;NO;NO;NO;0;0;1254;193;510
ihabsou2;709686433464914000;725290423015621000;R;YES;YES;NO;NO;NO;0;0;11724;158;267
linadz222;702788239376183000;725290385493365000;R;YES;YES;NO;NO;NO;0;0;518;22;19
NewsDailySpot;4518367641;725290148838167000;R;NO;YES;NO;NO;NO;0;0;1578;4779;1394
YaadMekI;2589318132;725289896697438000;R;NO;NO;NO;NO;NO;0;0;38599;501;355
sousou765;3917551393;725289748949000000;R;NO;YES;YES;NO;NO;0;5;17779;1089;1022
HealthPotli;4667753190;725289402344301000;R;NO;YES;NO;NO;NO;0;0;42;59;4
KinolaiHealth;3041054075;725289344395665000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
SXMCanadaTalks;1343036322;725287008533373000;R;NO;NO;NO;NO;NO;0;0;21215;2741;644
NatPostRadio;3182079967;725286811589812000;R;NO;NO;NO;NO;NO;0;0;3133;690;662
ZikaVirusNews;4579860622;725286540931256000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
BrockMeeks;304804327;725282328369594000;R;YES;YES;NO;NO;NO;0;0;7115;2166;2099
amandsst;2810050196;725281745831088000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
alejandrarias;68448511;725279805621555000;NR;YES;YES;NO;NO;NO;0;0;3765;400;416
popupcity;63287482;725278534554534000;R;NO;YES;YES;NO;NO;0;1;4876;15925;678
jeroenbeekmans;21212166;725278534504173000;R;NO;YES;NO;NO;NO;0;0;4452;704;229
zikavirusupdate;4894286096;725274457187693000;R;NO;YES;NO;NO;NO;0;0;85;8;2
Aalto_Bio;3432639196;725273917057852000;R;YES;YES;NO;NO;NO;0;0;225;110;559
KinolaiHealth;3041054075;725273085046231000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
QoLCare;3280647540;725271380996968000;NR;NO;YES;NO;NO;NO;0;0;6304;109;43
SirBenKenobi;4920220572;725270079277949000;R;NO;NO;NO;NO;YES;0;0;3456;219;368
UCLGlobalHealth;31697481;725269124872548000;NR;NO;YES;NO;NO;NO;0;0;3134;4729;493
TimPeebles;1257756930;725268749553639000;NR;NO;NO;NO;NO;YES;0;0;38553;391;910
