tweetID;numberOfRetweet;numberOfFavorites;spam_score;positive_score;negative_score;neutral_score;user_credibility;tweet_rumor_score
796463264397987840;1.00;1.00;0.00;0.00;0.98;0.02;0.62;0.59
796463264355926016;1478.00;0.00;0.00;0.01;0.85;0.14;0.55;0.18
796463264351866880;5946.00;0.00;0.00;0.07;0.82;0.11;0.59;0.51
796463264263733253;4037.00;0.00;0.00;0.00;0.90;0.10;0.66;0.80
796463264167247872;163.00;0.00;0.00;0.00;0.98;0.02;0.61;0.48
796463264150540292;172.00;0.00;0.00;0.00;0.88;0.12;0.65;0.52
796463264116908032;8.00;0.00;0.01;0.00;0.96;0.04;0.56;0.47
796463264003739648;5525.00;0.00;0.00;0.00;1.00;0.00;0.58;0.76
796463263999545345;1441.00;0.00;0.00;0.00;1.00;0.00;0.40;0.30
796463263991156741;0.00;0.00;0.62;0.00;0.89;0.11;0.52;0.80
796463263986962434;3015.00;0.00;0.00;0.01;0.95;0.04;0.51;0.44
796463263957581824;18877.00;0.00;0.00;0.00;1.00;0.00;0.67;0.42
796463263944802304;0.00;1.00;0.25;0.01;0.78;0.22;0.41;0.52
796463263936630784;278.00;0.00;0.00;0.00;1.00;0.00;0.56;0.55
796463263903076356;787.00;0.00;0.00;0.01;0.84;0.16;0.51;0.27
796463263873695745;585.00;0.00;0.00;0.00;1.00;0.00;0.57;0.61
796463263861145604;20922.00;0.00;0.00;0.00;0.98;0.02;0.51;0.76
796463263856939012;0.00;0.00;0.00;0.00;1.00;0.00;0.73;0.90
796463263848378368;0.00;0.00;0.00;0.00;1.00;0.00;0.62;0.56
796463263827402756;2.00;0.00;0.00;0.00;1.00;0.00;0.32;0.72
796463263794036736;3272.00;0.00;0.00;0.00;1.00;0.00;0.60;0.61
796463263789776896;42163.00;0.00;0.00;0.00;0.98;0.02;0.56;0.71
796463263773052929;41.00;0.00;0.00;0.06;0.80;0.13;0.67;0.63
796463263756197888;21147.00;0.00;0.00;0.01;0.99;0.01;0.41;0.91
796463263701749765;0.00;0.00;0.00;0.02;0.92;0.07;0.73;0.61
796463263684800512;1.00;0.00;0.02;0.01;0.95;0.04;0.63;0.57
796463263655612416;3272.00;0.00;0.00;0.00;1.00;0.00;0.54;0.61
796463263638814720;7889.00;0.00;0.00;0.01;0.93;0.07;0.54;0.48
796463263622057984;49692.00;0.00;0.00;0.00;0.99;0.01;0.55;0.58
796463263605280774;0.00;0.00;0.00;0.04;0.69;0.27;0.66;0.36
796463263588356096;18.00;0.00;0.00;0.00;0.99;0.01;0.64;0.77
796463263588302849;35093.00;0.00;0.00;0.00;0.97;0.03;0.77;0.84
796463263567511553;33.00;0.00;0.01;0.00;0.95;0.05;0.58;0.90
796463263559065600;0.00;0.00;0.00;0.01;0.78;0.22;0.45;0.73
796463263521374208;0.00;0.00;0.00;0.00;1.00;0.00;0.74;0.80
796463263433179136;42277.00;0.00;0.00;0.00;0.98;0.02;0.63;0.71
796463263428919296;1.00;1.00;0.00;0.00;1.00;0.00;0.76;0.86
796463263403757568;74352.00;0.00;0.00;0.00;1.00;0.00;0.57;0.81
796463263399706624;2023.00;0.00;0.00;0.00;1.00;0.00;0.51;0.55
796463263395549184;873.00;0.00;0.01;0.01;0.78;0.22;0.47;0.21
796463263319998469;952.00;0.00;0.00;0.00;1.00;0.00;0.65;0.77
796463263299076096;5044.00;0.00;0.00;0.00;0.92;0.08;0.61;0.70
796463263273914369;253.00;0.00;0.01;0.01;0.85;0.14;0.80;0.59
796463263269683201;651.00;0.00;0.01;0.01;0.94;0.05;0.59;0.74
796463263265525760;0.00;16.00;0.00;0.00;0.36;0.64;0.55;0.89
796463263223599107;1604.00;0.00;0.00;0.00;0.99;0.00;0.73;0.82
796463263219204097;0.00;0.00;0.00;0.01;0.99;0.00;0.69;0.77
796463263181668352;89588.00;0.00;0.00;0.01;0.94;0.05;0.65;0.86
796463263152123905;117.00;0.00;0.00;0.01;0.77;0.22;0.74;0.26
796463263139725313;16111.00;0.00;0.00;0.02;0.43;0.56;0.73;0.85
796463263135318017;0.00;1.00;0.00;0.01;0.92;0.07;0.70;0.56
796463263127076864;7069.00;0.00;0.00;0.02;0.57;0.41;0.78;0.91
796463263085187082;0.00;0.00;0.00;0.01;0.85;0.14;0.52;0.57
796463263022272512;100234.00;0.00;0.00;0.01;0.87;0.12;0.54;0.44
796463262984523776;69.00;0.00;0.00;0.00;1.00;0.00;0.74;0.21
796463262980304896;29167.00;0.00;0.00;0.00;0.91;0.08;0.73;0.69
796463262942580737;204.00;0.00;0.00;0.03;0.82;0.16;0.65;0.95
796463262929997825;6685.00;0.00;0.01;0.01;0.78;0.22;0.35;0.16
796463262921609223;2854.00;0.00;0.00;0.11;0.85;0.04;0.86;0.55
796463262908973056;0.00;1.00;0.00;0.03;0.97;0.00;0.65;0.79
796463262900613120;108.00;0.00;0.00;0.01;0.78;0.22;0.67;0.50
796463262879678465;21345.00;0.00;0.00;0.00;0.27;0.73;0.48;0.39
796463262871076864;0.00;0.00;0.00;0.00;0.92;0.07;0.60;0.70
796463262816550912;10.00;0.00;0.00;0.00;1.00;0.00;0.55;0.60
796463262808281088;2054.00;0.00;0.00;0.01;0.98;0.01;0.75;0.62
796463262778933248;35163.00;0.00;0.00;0.00;0.97;0.03;0.61;0.84
796463262766419973;2.00;0.00;0.00;0.03;0.95;0.03;0.60;0.58
796463262762225666;81.00;0.00;0.00;0.00;0.99;0.00;0.57;0.91
796463262720290817;99.00;0.00;0.00;0.00;0.97;0.02;0.51;0.57
796463262669926400;0.00;3.00;0.00;0.02;0.87;0.11;0.58;0.30
796463262669873152;0.00;0.00;0.01;0.01;0.78;0.22;0.35;0.54
796463262657314816;3002.00;0.00;0.00;0.01;0.99;0.00;0.55;0.76
796463262652977152;8892.00;0.00;0.00;0.05;0.95;0.01;0.56;0.70
796463262577676293;1701.00;0.00;0.00;0.00;1.00;0.00;0.57;0.91
796463262556704768;81599.00;0.00;0.00;0.00;1.00;0.00;0.58;0.60
796463262544044032;50.00;0.00;0.00;0.01;0.85;0.14;0.32;0.11
796463262539857924;8.00;0.00;0.00;0.01;0.79;0.20;0.59;0.46
796463262523150345;43.00;0.00;0.00;0.00;0.99;0.01;0.69;0.80
796463262510489602;0.00;2.00;0.00;0.00;1.00;0.00;0.47;0.79
796463262502125568;6610.00;0.00;0.00;0.00;0.84;0.15;0.67;0.71
796463262485401601;20.00;0.00;0.00;0.02;0.98;0.00;0.41;0.49
796463262414098432;0.00;0.00;0.00;0.01;0.92;0.06;0.65;0.65
796463262380544003;50995.00;0.00;0.00;0.00;0.86;0.13;0.38;0.54
796463262372155393;8435.00;0.00;0.00;0.00;0.99;0.00;0.52;0.72
796463262351040512;0.00;0.00;0.00;0.01;0.87;0.12;0.35;0.38
796463262338412545;947.00;0.00;0.00;0.00;1.00;0.00;0.43;0.83
796463262334414848;1.00;0.00;0.33;0.00;1.00;0.00;0.49;0.62
796463262313357312;69.00;0.00;0.00;0.01;0.66;0.33;0.79;0.65
796463262305046529;7.00;0.00;0.00;0.00;1.00;0.00;0.52;0.56
796463262304903169;5.00;0.00;0.00;0.00;0.37;0.62;0.54;0.65
796463262292463617;2009.00;0.00;0.00;0.00;0.78;0.22;0.70;0.77
796463262271471617;476.00;0.00;0.00;0.00;1.00;0.00;0.65;0.53
796463262254714881;84.00;0.00;0.00;0.00;0.88;0.12;0.44;0.80
796463262250520584;9267.00;0.00;0.00;0.00;0.98;0.02;0.67;0.75
796463262237921281;66513.00;0.00;0.00;0.00;1.00;0.00;0.54;0.77
796463262183342080;382.00;0.00;0.00;0.00;0.93;0.07;0.61;0.60
796463262133080064;226.00;0.00;0.00;0.03;0.75;0.22;0.56;0.30
796463262116282368;85290.00;0.00;0.00;0.13;0.84;0.03;0.66;0.86
796463262086889472;534.00;0.00;0.00;0.70;0.03;0.27;0.32;0.30
796463262036611077;408.00;0.00;0.00;0.13;0.58;0.29;0.57;0.49
796463262003064832;176.00;0.00;0.00;0.00;0.99;0.01;0.82;0.90
796463262003056640;2569.00;0.00;0.00;0.00;1.00;0.00;0.44;0.36
796463261982085123;0.00;0.00;0.00;0.01;0.96;0.03;0.48;0.58
796463261977890823;1773.00;0.00;0.00;0.01;0.78;0.22;0.46;0.19
796463261948354560;416.00;0.00;0.00;0.00;1.00;0.00;0.72;0.59
796463261923311616;0.00;0.00;0.00;0.00;0.93;0.07;0.64;0.93
796463261906595840;1041.00;0.00;0.00;0.01;0.96;0.03;0.48;0.73
796463261835087872;2.00;0.00;0.00;0.00;1.00;0.00;0.69;0.55
796463261768175618;1292.00;0.00;0.00;0.01;0.78;0.22;0.45;0.24
796463261759762432;411.00;0.00;0.00;0.01;0.95;0.04;0.72;0.69
796463261759614976;0.00;0.00;0.00;0.03;0.50;0.47;0.74;0.85
796463261671718912;45.00;0.00;0.00;0.00;0.96;0.04;0.52;0.72
796463261638082562;43.00;0.00;0.01;0.00;1.00;0.00;0.52;0.76
796463261638082561;0.00;0.00;0.00;0.01;0.78;0.22;0.45;0.75
796463261629739008;13.00;0.00;0.00;0.01;0.92;0.08;0.61;0.25
796463261608771585;902.00;0.00;0.00;0.00;1.00;0.00;0.78;0.87
796463261604573188;2054.00;0.00;0.00;0.01;0.98;0.01;0.55;0.62
796463261579444225;0.00;0.00;0.00;0.00;1.00;0.00;0.76;0.69
796463261554245632;0.00;5.00;0.00;0.00;0.99;0.01;0.75;0.95
796463261478592512;0.00;0.00;0.00;0.00;0.99;0.01;0.72;0.86
796463261478572033;5893.00;0.00;0.00;0.01;0.81;0.18;0.44;0.45
796463261466193924;369.00;0.00;0.00;0.00;0.98;0.02;0.64;0.71
796463261390618624;3.00;0.00;0.00;0.01;0.98;0.01;0.62;0.79
796463261390499840;201.00;0.00;0.00;0.00;0.99;0.01;0.38;0.51
796463261373829120;9267.00;0.00;0.00;0.00;0.98;0.02;0.69;0.75
796463261373730816;451.00;0.00;0.00;0.02;0.97;0.02;0.43;0.62
796463261369696256;64.00;0.00;0.00;0.01;0.78;0.22;0.43;0.18
796463261365501952;6610.00;0.00;0.00;0.00;0.84;0.15;0.72;0.71
796463261361250305;3085.00;0.00;0.00;0.00;0.94;0.06;0.43;0.28
796463261352857600;54015.00;0.00;0.02;0.00;1.00;0.00;0.47;0.47
796463261319385094;19.00;0.00;0.00;0.03;0.75;0.22;0.58;0.77
796463261310996480;4876.00;0.00;0.00;0.01;0.78;0.22;0.64;0.15
796463261294219269;12.00;0.00;0.00;0.00;0.98;0.02;0.53;0.51
796463261256454144;0.00;0.00;0.00;0.00;1.00;0.00;0.64;0.87
796463261252206597;161.00;0.00;0.00;0.01;0.78;0.22;0.56;0.46
796463261201956864;42336.00;0.00;0.00;0.00;0.98;0.02;0.73;0.71
796463261201862656;3972.00;0.00;0.00;0.00;0.99;0.01;0.50;0.91
796463261197680640;7334.00;0.00;0.00;0.01;0.89;0.10;0.67;0.63
796463261193555970;0.00;1.00;0.00;0.05;0.92;0.03;0.80;0.88
796463261189373952;0.00;0.00;0.00;0.00;1.00;0.00;0.80;0.75
796463261155807233;9361.00;0.00;0.00;0.00;0.98;0.02;0.71;0.75
796463261151625216;21105.00;0.00;0.21;0.01;0.90;0.09;0.72;0.74
796463261151592448;657.00;0.00;0.00;0.01;0.90;0.09;0.50;0.36
796463261130444801;25.00;0.00;0.00;0.00;0.94;0.06;0.67;0.41
796463261109669889;250.00;0.00;0.00;0.01;0.96;0.03;0.64;0.76
796463261101293569;41.00;0.00;0.00;0.01;0.69;0.30;0.52;0.56
796463261101289473;0.00;1.00;0.00;0.00;1.00;0.00;0.71;0.74
796463261088555008;1018.00;0.00;0.00;0.00;0.76;0.24;0.47;0.39
796463261071704064;1.00;0.00;0.00;0.00;0.84;0.16;0.62;0.49
796463261063532551;10849.00;0.00;0.00;0.00;0.99;0.00;0.55;0.68
796463261063532549;9361.00;0.00;0.00;0.00;0.98;0.02;0.72;0.75
796463261055143936;1508.00;0.00;0.00;0.00;0.96;0.04;0.64;0.27
796463261034090498;56.00;0.00;0.00;0.00;0.81;0.19;0.34;0.31
796463261004730369;29.00;0.00;0.00;0.02;0.64;0.34;0.52;0.51
796463261000617984;1484.00;0.00;0.00;0.00;0.97;0.03;0.62;0.81
796463260950265857;8808.00;0.00;0.00;0.01;0.78;0.22;0.36;0.21
796463260929323008;0.00;0.00;0.00;0.01;0.46;0.54;0.62;0.88
796463260925042688;515.00;0.00;0.02;0.01;0.94;0.04;0.65;0.76
796463260916707329;111.00;0.00;0.00;0.01;0.85;0.14;0.56;0.64
796463260916514816;3023.00;0.00;0.00;0.00;0.91;0.09;0.64;0.58
796463260912517120;9080.00;0.00;0.00;0.00;1.00;0.00;0.65;0.56
796463260912402432;0.00;0.00;0.00;0.01;0.77;0.22;0.53;0.71
796463260899954690;2.00;0.00;0.00;0.00;0.99;0.01;0.75;0.83
796463260895760384;2.00;1.00;0.00;0.00;1.00;0.00;0.60;0.97
796463260891574272;0.00;1.00;0.00;0.03;0.81;0.15;0.67;0.69
796463260891566085;3850.00;0.00;0.00;0.05;0.84;0.10;0.67;0.63
796463260874706944;232.00;0.00;0.00;0.00;0.82;0.18;0.55;0.42
796463260853817344;993.00;0.00;0.00;0.00;1.00;0.00;0.63;0.67
796463260845359104;37.00;0.00;0.00;0.01;0.77;0.22;0.34;0.08
796463260799291395;0.00;0.00;0.00;0.01;0.78;0.22;0.47;0.39
796463260723793925;2797.00;0.00;0.00;0.03;0.85;0.12;0.38;0.66
796463260702822404;188.00;0.00;0.00;0.00;1.00;0.00;0.65;0.77
796463260677632000;0.00;1.00;0.00;0.01;0.78;0.22;0.51;0.64
796463260656693250;160.00;0.00;0.01;0.03;0.56;0.42;0.46;0.53
796463260610523136;0.00;4.00;0.00;0.00;1.00;0.00;0.53;0.75
796463260593700869;270.00;0.00;0.00;0.00;1.00;0.00;0.59;0.75
796463260560216072;3850.00;0.00;0.00;0.05;0.84;0.10;0.41;0.63
796463260493082624;14.00;0.00;0.00;0.01;0.85;0.14;0.62;0.58
796463260480380928;2.00;0.00;0.00;0.00;0.84;0.16;0.57;0.23
796463260455141376;4172.00;0.00;0.00;0.00;1.00;0.00;0.78;0.70
796463260417609732;0.00;0.00;0.00;0.01;0.88;0.12;0.64;0.92
796463260413423616;93541.00;0.00;0.00;0.00;0.99;0.01;0.57;0.77
796463260388073472;0.00;0.00;0.00;0.01;0.85;0.14;0.64;0.53
796463260358717440;2033.00;0.00;0.00;0.00;0.99;0.01;0.49;0.60
796463260350423040;0.00;0.00;0.00;0.00;0.94;0.06;0.71;0.57
796463260300152833;196.00;0.00;0.00;0.00;0.84;0.15;0.67;0.34
796463260291780611;0.00;0.00;0.00;0.01;0.92;0.07;0.36;0.56
796463260287586308;0.00;0.00;0.00;0.01;0.12;0.87;0.72;0.44
796463260245643269;330.00;0.00;0.00;0.01;0.78;0.22;0.50;0.74
796463260224655360;0.00;1.00;0.00;0.00;0.42;0.58;0.49;0.45
796463260220477441;3143.00;0.00;0.00;0.00;0.81;0.18;0.63;0.69
796463260128067584;10.00;0.00;0.00;0.03;0.77;0.20;0.68;0.66
796463260094660612;0.00;1.00;0.00;0.00;1.00;0.00;0.70;0.99
796463260035784705;42.00;0.00;0.00;0.00;0.98;0.02;0.57;0.42
796463259989618688;0.00;0.00;0.00;0.03;0.90;0.07;0.73;0.98
796463259981201408;2227.00;0.00;0.00;0.01;0.84;0.15;0.68;0.59
796463259968819204;1.00;5.00;0.00;0.00;1.00;0.00;0.66;0.62
796463259968819200;21.00;0.00;0.00;0.02;0.96;0.01;0.63;0.77
796463259956215813;0.00;0.00;0.00;0.00;0.92;0.07;0.72;0.55
796463259914293252;597.00;0.00;0.00;0.01;0.97;0.02;0.72;0.76
796463259893329920;3565.00;0.00;0.01;0.00;0.93;0.07;0.64;0.63
796463259884933132;2850.00;0.00;0.00;0.00;0.99;0.01;0.60;0.79
796463259880562688;0.00;0.00;0.00;0.01;0.78;0.22;0.76;0.68
796463259859775490;16168.00;0.00;0.00;0.02;0.43;0.56;0.59;0.85
796463259859767296;3835.00;0.00;0.00;0.00;0.96;0.04;0.60;0.59
796463259809435648;115.00;0.00;0.01;0.01;0.78;0.22;0.41;0.30
796463259800866816;154.00;0.00;0.00;0.01;0.85;0.15;0.79;0.80
796463259792637952;610.00;0.00;0.00;0.00;1.00;0.00;0.65;0.68
796463259780087808;390.00;0.00;0.00;0.00;1.00;0.00;0.50;0.84
796463259721355269;15.00;0.00;0.00;0.00;0.99;0.00;0.52;0.64
796463259717173249;224.00;0.00;0.10;0.00;0.99;0.01;0.46;0.77
796463259692007424;3.00;0.00;0.00;0.00;0.99;0.01;0.54;0.79
796463259683606533;499.00;0.00;0.00;0.00;1.00;0.00;0.70;0.70
796463259666628608;44.00;0.00;0.00;0.00;1.00;0.00;0.53;0.74
796463259637469185;16897.00;0.00;0.00;0.02;0.30;0.68;0.72;0.60
796463259608092674;19.00;0.00;0.00;0.00;1.00;0.00;0.52;0.77
796463259591307264;30669.00;0.00;0.00;0.30;0.65;0.05;0.52;0.65
796463259566178304;26.00;0.00;0.00;0.00;0.98;0.02;0.74;0.46
796463259557601280;161.00;0.00;0.00;0.00;1.00;0.00;0.49;0.74
796463259515662336;0.00;0.00;0.00;0.00;1.00;0.00;0.59;0.69
796463259507429382;28659.00;0.00;0.00;0.00;0.87;0.13;0.67;0.26
796463259494785024;1012.00;0.00;0.01;0.00;0.98;0.02;0.72;0.61
796463259478085638;178.00;0.00;0.00;0.00;0.98;0.02;0.52;0.36
796463259478069249;187.00;0.00;0.00;0.01;0.78;0.22;0.54;0.40
796463259415171074;10.00;0.00;0.03;0.01;0.85;0.14;0.49;0.37
796463259414994944;81664.00;0.00;0.00;0.00;1.00;0.00;0.56;0.60
796463259364814849;6.00;0.00;0.00;0.00;1.00;0.00;0.74;0.76
796463259347984384;394.00;0.00;0.00;0.00;0.43;0.57;0.71;0.72
796463259322818560;1.00;0.00;0.00;0.00;0.84;0.16;0.64;0.73
796463259297595392;16897.00;0.00;0.00;0.02;0.30;0.68;0.47;0.60
796463259297550336;0.00;0.00;0.00;0.01;0.85;0.14;0.74;0.56
796463259289317376;373.00;0.00;0.00;0.01;0.94;0.05;0.46;0.71
796463259243126784;21.00;0.00;0.00;0.01;0.78;0.22;0.67;0.31
796463259238834176;5606.00;0.00;0.00;0.01;0.78;0.22;0.65;0.47
796463259234635776;90.00;0.00;0.00;0.00;1.00;0.00;0.65;0.51
796463259230486528;8.00;0.00;0.00;0.01;0.78;0.22;0.41;0.30
796463259218038789;0.00;0.00;0.00;0.00;0.99;0.01;0.64;0.63
796463259213672449;0.00;2.00;0.00;0.00;0.99;0.01;0.49;0.64
796463259163521025;890.00;0.00;0.00;0.01;0.80;0.20;0.64;0.41
796463259163492352;35252.00;0.00;0.00;0.00;0.97;0.03;0.66;0.84
796463259163459584;7.00;0.00;0.00;0.01;0.78;0.22;0.68;0.46
796463259125547008;207.00;0.00;0.00;0.02;0.46;0.53;0.32;0.81
796463259117375488;1143.00;0.00;0.00;0.03;0.09;0.88;0.59;0.58
796463259083603968;0.00;0.00;0.00;0.03;0.95;0.02;0.72;0.80
796463259079454721;299.00;0.00;0.00;0.01;0.78;0.22;0.43;0.52
796463259012448257;6695.00;0.00;0.00;0.00;1.00;0.00;0.76;0.83
796463259004129280;246.00;0.00;0.00;0.02;0.28;0.70;0.66;0.55
796463258970554368;9755.00;0.00;0.00;0.00;1.00;0.00;0.60;0.89
796463258970492928;7218.00;0.00;0.00;0.01;0.89;0.10;0.58;0.84
796463258957967360;6120.00;0.00;0.00;0.00;1.00;0.00;0.61;0.91
796463258953805825;788.00;0.00;0.00;0.00;0.99;0.01;0.70;0.86
796463258932809728;83.00;0.00;0.00;0.01;0.97;0.02;0.47;0.32
796463258911854596;2823.00;0.00;0.00;0.01;0.94;0.05;0.80;0.28
796463258844565504;0.00;0.00;0.00;0.31;0.47;0.22;0.73;0.83
796463258823786496;250.00;0.00;0.00;0.01;0.96;0.03;0.63;0.76
796463258823774213;0.00;0.00;0.65;0.00;0.98;0.02;0.58;0.48
796463258819510272;0.00;0.00;0.00;0.00;0.94;0.06;0.64;0.85
796463258802585600;0.00;0.00;0.00;0.01;0.78;0.22;0.66;0.76
796463258785972224;28788.00;0.00;0.00;0.00;0.87;0.13;0.51;0.26
796463258756665344;0.00;0.00;0.00;0.01;0.78;0.22;0.56;0.45
796463258756493312;61.00;0.00;0.00;0.01;0.79;0.20;0.64;0.68
796463258718838784;0.00;2.00;0.01;0.00;0.90;0.10;0.54;0.37
796463258681085952;69.00;0.00;0.00;0.00;1.00;0.00;0.82;0.79
796463258613878784;1970.00;0.00;0.00;0.00;0.99;0.01;0.55;0.79
796463258593087499;8.00;0.00;0.00;0.00;0.90;0.10;0.76;0.37
796463258592890880;0.00;0.00;0.00;0.00;0.84;0.16;0.52;0.88
796463258551074816;2237.00;0.00;0.00;0.01;0.84;0.15;0.64;0.59
796463258542686212;66529.00;0.00;0.00;0.00;1.00;0.00;0.55;0.77
796463258479771648;170.00;0.00;0.00;0.00;0.98;0.01;0.64;0.91
796463258437898241;696.00;0.00;0.00;0.01;0.70;0.29;0.72;0.73
796463258437898240;51710.00;0.00;0.00;0.01;0.96;0.04;0.60;0.73
796463258416926732;0.00;0.00;0.00;0.00;0.99;0.01;0.58;0.66
796463258353815553;79.00;0.00;0.45;0.01;0.84;0.15;0.54;0.47
796463258341294080;2145.00;0.00;0.00;0.00;0.99;0.01;0.72;0.74
796463258337234946;62.00;0.00;0.00;0.00;0.96;0.04;0.55;0.74
796463258286882816;6852.00;0.00;0.01;0.00;0.95;0.05;0.47;0.45
796463258261737477;9822.00;0.00;0.00;0.05;0.95;0.01;0.63;0.71
796463258253160448;400.00;0.00;0.00;0.00;0.43;0.57;0.61;0.72
796463258249154561;0.00;0.00;0.00;0.01;0.78;0.22;0.47;0.24
796463258248982529;1617.00;0.00;0.00;0.00;1.00;0.00;0.68;0.73
796463258244960256;11.00;0.00;0.00;0.01;0.78;0.22;0.37;0.20
796463258232295424;156.00;0.00;0.00;0.01;0.95;0.04;0.45;0.57
796463258152669185;768.00;0.00;0.00;0.02;0.92;0.06;0.78;0.69
796463258152603648;33.00;0.00;0.00;0.01;0.78;0.22;0.55;0.78
796463258131517440;0.00;0.00;0.00;0.01;0.95;0.05;0.54;0.43
796463258118934528;1064.00;0.00;0.00;0.00;1.00;0.00;0.60;0.60
796463258114859008;1732.00;0.00;0.25;0.01;0.98;0.01;0.50;0.17
796463258110726144;146.00;0.00;0.01;0.01;0.78;0.22;0.51;0.22
796463258106466304;35252.00;0.00;0.00;0.00;0.97;0.03;0.73;0.84
796463258093912064;1467.00;0.00;0.11;0.01;0.80;0.19;0.64;0.64
796463258060263424;144.00;0.00;0.00;0.01;0.78;0.22;0.66;0.22
796463258056224768;4455.00;0.00;0.00;0.00;0.97;0.03;0.76;0.86
796463258018447360;2.00;0.00;0.00;0.00;0.99;0.01;0.74;0.55
796463257947082753;28788.00;0.00;0.00;0.00;0.87;0.13;0.58;0.26
796463257946963968;3978.00;0.00;0.00;0.00;0.99;0.01;0.78;0.91
796463257896652800;0.00;1.00;0.00;0.01;0.54;0.45;0.64;0.52
796463257871667212;10320.00;0.00;0.00;0.01;0.78;0.22;0.31;0.23
796463257854746624;759.00;0.00;0.00;0.02;0.98;0.00;0.87;0.78
796463257842290689;3191.00;0.00;0.00;0.01;0.89;0.10;0.68;0.47
796463257833897985;6376.00;0.00;0.00;0.01;0.91;0.08;0.34;0.36
796463257829670914;1.00;0.00;0.03;0.00;0.84;0.16;0.61;0.13
796463257821265920;0.00;0.00;0.00;0.01;0.94;0.05;0.52;0.37
796463257808728064;75.00;0.00;0.00;0.00;0.82;0.18;0.56;0.69
796463257754083329;454.00;0.00;0.00;0.01;0.89;0.10;0.61;0.34
796463257720590336;53.00;0.00;0.01;0.02;0.98;0.00;0.51;0.66
796463257716477957;164.00;0.00;0.00;0.01;0.78;0.22;0.58;0.28
796463257691123712;5.00;0.00;0.00;0.00;1.00;0.00;0.68;0.72
796463257670258688;348.00;0.00;0.00;0.01;0.82;0.17;0.49;0.59
796463257645174794;1245.00;0.00;0.00;0.00;0.99;0.01;0.46;0.77
796463257611632641;0.00;0.00;0.00;0.00;1.00;0.00;0.77;0.52
796463257573851136;0.00;0.00;0.00;0.03;0.94;0.03;0.73;0.74
796463257565339649;9079.00;0.00;0.00;0.01;0.89;0.10;0.51;0.43
796463257535926272;414.00;0.00;0.01;0.00;0.98;0.02;0.73;0.60
796463257510739969;0.00;0.00;0.00;0.01;0.92;0.07;0.50;0.60
796463257452236800;29223.00;0.00;0.00;0.00;0.91;0.08;0.52;0.69
796463257426882560;0.00;1.00;0.00;0.01;0.85;0.14;0.56;0.44
796463257376751616;0.00;0.00;0.00;0.01;0.84;0.15;0.58;0.82
796463257372553216;21.00;0.00;0.00;0.00;0.72;0.28;0.61;0.54
796463257313824769;87.00;0.00;0.00;0.01;0.61;0.37;0.75;0.27
796463257213161472;1415.00;0.00;0.00;0.00;0.92;0.07;0.51;0.65
796463257175412737;40.00;0.00;0.01;0.01;0.78;0.22;0.53;0.65
796463257167032320;0.00;0.00;0.00;0.01;0.69;0.31;0.70;0.75
796463257150226436;345.00;0.00;0.00;0.00;0.87;0.13;0.45;0.49
796463257129193472;18676.00;0.00;0.00;0.01;0.77;0.22;0.69;0.72
796463257074749447;759.00;0.00;0.00;0.02;0.98;0.00;0.64;0.78
796463257024364544;0.00;0.00;0.00;0.00;0.98;0.02;0.69;0.83
796463256990863370;11685.00;0.00;0.00;0.00;0.95;0.05;0.65;0.72
796463256986669058;0.00;7.00;0.00;0.02;0.73;0.25;0.66;0.85
796463256948895744;108.00;0.00;0.00;0.00;0.96;0.04;0.72;0.74
796463256944734208;17.00;0.00;0.00;0.00;1.00;0.00;0.57;0.40
796463256936337412;277.00;0.00;0.00;0.00;0.96;0.04;0.51;0.32
796463256890130433;2.00;8.00;0.00;0.00;1.00;0.00;0.39;0.84
796463256869031937;1173.00;0.00;0.00;0.00;1.00;0.00;0.25;0.67
796463256864964608;1145.00;0.00;0.00;0.03;0.09;0.88;0.59;0.58
796463256860622848;0.00;0.00;0.00;0.00;1.00;0.00;0.69;0.84
796463256806260737;8416.00;0.00;0.01;0.01;0.78;0.22;0.50;0.49
796463256793731072;9575.00;0.00;0.00;0.00;0.98;0.02;0.51;0.75
796463256789512193;29246.00;0.00;0.00;0.00;0.91;0.08;0.57;0.69
796463256764379136;703.00;0.00;0.00;0.01;0.70;0.29;0.71;0.73
796463256755900416;0.00;0.00;0.00;0.00;1.00;0.00;0.64;0.77
796463256722427904;86062.00;0.00;0.95;0.01;0.84;0.15;0.80;0.95
796463256714018816;5.00;0.00;0.00;0.00;1.00;0.00;0.37;0.84
796463256709857281;3.00;0.00;0.00;0.00;1.00;0.00;0.72;0.38
796463256697180161;3066.00;0.00;0.00;0.01;0.95;0.04;0.60;0.44
796463256684654592;0.00;0.00;0.00;0.00;0.88;0.12;0.53;0.64
796463256638541829;38.00;0.00;0.00;0.01;0.92;0.08;0.68;0.27
796463256621764608;0.00;8.00;0.00;0.00;1.00;0.00;0.60;0.79
796463256608993280;1174.00;0.00;0.00;0.12;0.07;0.82;0.61;0.71
796463256608980992;5609.00;0.00;0.00;0.00;1.00;0.00;0.63;0.76
796463256571379712;5135.00;0.00;0.00;0.03;0.84;0.13;0.55;0.33
796463256567238656;2.00;0.00;0.05;0.00;1.00;0.00;0.67;0.47
796463256537825280;18.00;0.00;0.00;0.00;0.99;0.01;0.69;0.90
796463256529469440;0.00;0.00;0.00;0.00;0.94;0.06;0.46;0.79
796463256504332288;0.00;0.00;0.00;0.00;0.98;0.02;0.72;0.44
