tweetID;numberOfRetweet;numberOfFavorites;spam_score;positive_score;negative_score;neutral_score;user_credibility;tweet_rumor_score
796463339325050885;25.00;0.00;0.00;0.00;0.76;0.24;0.00;0.44
796463339312443392;1527.00;0.00;0.00;0.00;1.00;0.00;0.00;0.52
796463339274649600;10.00;0.00;0.00;0.00;0.88;0.12;0.00;0.78
796463339211628544;0.00;1.00;0.00;0.00;0.92;0.08;0.00;0.36
796463339194826753;18.00;0.00;0.00;0.00;0.97;0.03;0.00;0.68
796463339153084420;0.00;0.00;0.00;0.01;0.99;0.00;0.00;0.91
796463339136229377;0.00;0.00;0.00;0.01;0.78;0.22;0.00;0.48
796463339123724289;1.00;0.00;0.00;0.00;0.99;0.01;0.00;0.70
796463339065004037;91791.00;0.00;0.00;0.00;0.99;0.01;0.00;0.77
796463339048173568;0.00;0.00;0.00;0.00;0.98;0.02;0.00;0.41
796463339018846212;1838.00;0.00;0.00;0.01;0.84;0.15;0.00;0.59
796463338964340737;16208.00;0.00;0.00;0.01;0.94;0.06;0.00;0.69
796463338951540736;0.00;0.00;0.00;0.01;0.95;0.03;0.00;0.95
796463338939183104;481.00;0.00;0.00;0.00;0.78;0.22;0.00;0.59
796463338939039744;8.00;0.00;0.00;0.01;0.95;0.05;0.00;0.57
796463338909732864;11591.00;0.00;0.00;0.00;0.95;0.05;0.00;0.72
796463338884571140;23965.00;0.00;0.00;0.00;1.00;0.00;0.00;0.73
796463338867724288;0.00;0.00;0.00;0.01;0.77;0.22;0.00;0.31
796463338838495232;91.00;0.00;0.00;0.00;0.89;0.10;0.00;0.85
796463338838441984;5672.00;0.00;0.13;0.01;0.78;0.22;0.00;0.41
796463338834292737;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.95
796463338830123014;2580.00;0.00;0.00;0.01;0.78;0.22;0.00;0.29
796463338821545984;7.00;0.00;0.00;0.00;1.00;0.00;0.00;0.63
796463338817462276;0.00;0.00;0.00;0.00;0.83;0.17;0.00;0.35
796463338800738308;0.00;1.00;0.00;0.14;0.66;0.20;0.00;0.99
796463338788098048;3.00;0.00;0.00;0.01;0.69;0.30;0.00;0.83
796463338771402755;0.00;1.00;0.00;0.01;0.97;0.02;0.60;0.92
796463338746249218;61.00;0.00;0.01;0.00;0.75;0.25;0.70;0.66
796463338746245120;5.00;0.00;0.00;0.03;0.81;0.16;0.70;0.89
796463338720935936;0.00;0.00;0.00;0.00;0.95;0.05;0.57;0.56
796463338716876805;0.00;0.00;0.01;0.00;1.00;0.00;0.62;0.83
796463338704277508;5214.00;0.00;0.01;0.01;0.78;0.22;0.25;0.16
796463338636984320;259.00;0.00;0.00;0.01;0.18;0.81;0.56;0.34
796463338549104643;3.00;0.00;0.00;0.02;0.98;0.00;0.62;0.87
796463338544693250;0.00;2.00;0.00;0.02;0.88;0.10;0.77;0.93
796463338523869185;1.00;1.00;0.00;0.01;0.78;0.22;0.64;0.16
796463338465075201;0.00;0.00;0.00;0.01;0.78;0.22;0.70;0.74
796463338435805184;0.00;0.00;0.00;0.00;1.00;0.00;0.50;0.87
796463338423283712;17.00;0.00;0.00;0.00;0.86;0.13;0.77;0.29
796463338410496000;27.00;0.00;0.00;0.00;0.90;0.10;0.72;0.87
796463338377121792;5543.00;0.00;0.00;0.02;0.57;0.41;0.51;0.91
796463338376941568;5.00;0.00;0.00;0.00;1.00;0.00;0.43;0.66
796463338368749568;0.00;0.00;0.00;0.19;0.49;0.32;0.62;0.78
796463338330783744;0.00;0.00;0.37;0.01;0.69;0.31;0.65;0.07
796463338288914432;6241.00;0.00;0.00;0.01;0.92;0.07;0.73;0.39
796463338268069888;6.00;0.00;0.00;0.01;0.77;0.22;0.59;0.35
796463338234355712;2.00;12.00;0.00;0.01;0.99;0.00;0.55;0.72
796463338221776896;159.00;0.00;0.00;0.01;0.94;0.05;0.63;0.77
796463338221752321;78258.00;0.00;0.00;0.00;1.00;0.00;0.63;0.60
796463338217578496;52.00;0.00;0.00;0.01;0.85;0.14;0.66;0.56
796463338184200196;92346.00;0.00;0.00;0.05;0.95;0.01;0.52;0.58
796463338179989504;2.00;2.00;0.00;0.00;0.42;0.58;0.78;0.80
796463338133725184;5264.00;0.00;0.00;0.00;1.00;0.00;0.53;0.56
796463338062393344;2.00;2.00;0.00;0.58;0.08;0.34;0.78;0.62
796463338020446208;0.00;0.00;0.00;0.01;0.92;0.08;0.60;0.56
796463338016440320;723.00;0.00;0.00;0.02;0.98;0.00;0.50;0.58
796463337974464512;0.00;0.00;0.00;0.00;0.94;0.05;0.53;0.98
796463337966096384;343.00;0.00;0.00;0.00;0.94;0.06;0.48;0.48
796463337940758528;5132.00;0.00;0.00;0.00;1.00;0.00;0.76;0.56
796463337915686916;2.00;0.00;0.00;0.01;0.97;0.02;0.56;0.75
796463337886416896;0.00;0.00;0.00;0.01;0.78;0.21;0.49;0.88
796463337852633088;91816.00;0.00;0.00;0.00;0.99;0.01;0.58;0.77
796463337835892736;501.00;0.00;0.00;0.00;0.85;0.15;0.63;0.76
796463337810919424;2.00;3.00;0.00;0.00;0.92;0.08;0.53;0.46
796463337810890752;3833.00;0.00;0.21;0.01;0.90;0.09;0.62;0.73
796463337798324228;5740.00;0.00;0.00;0.01;0.83;0.16;0.70;0.32
796463337752186880;5.00;0.00;0.00;0.00;1.00;0.00;0.52;0.57
796463337752043520;0.00;3.00;0.00;0.01;0.31;0.68;0.72;0.76
796463337697640448;0.00;0.00;0.08;0.00;0.94;0.06;0.65;0.69
796463337689202688;38365.00;0.00;0.00;0.00;0.98;0.02;0.68;0.71
796463337655717896;361.00;0.00;0.00;0.05;0.05;0.90;0.63;0.84
796463337651306496;1.00;0.00;0.00;0.00;0.94;0.06;0.77;0.85
796463337571811334;0.00;0.00;0.00;0.00;0.86;0.13;0.56;0.97
796463337567617024;2479.00;0.00;0.00;0.00;1.00;0.00;0.38;0.63
796463337563443210;0.00;0.00;0.00;0.03;0.76;0.21;0.53;0.59
796463337529835521;1.00;0.00;0.00;0.00;0.99;0.01;0.45;0.46
796463337504722944;17.00;0.00;0.00;0.01;0.78;0.22;0.66;0.05
796463337496256512;71981.00;0.00;0.00;0.02;0.96;0.02;0.44;0.50
796463337450180609;78258.00;0.00;0.00;0.00;1.00;0.00;0.49;0.60
796463337441792001;0.00;2.00;0.00;0.01;0.76;0.24;0.69;0.89
796463337441783808;78258.00;0.00;0.00;0.00;1.00;0.00;0.69;0.60
796463337374617605;0.00;0.00;0.00;0.01;0.92;0.06;0.58;0.78
796463337349345280;1677.00;0.00;0.00;0.11;0.85;0.04;0.49;0.55
796463337253064710;22887.00;0.00;0.00;0.00;0.87;0.13;0.46;0.26
796463337240457217;903.00;0.00;0.00;0.01;0.89;0.10;0.60;0.66
796463337231912960;1176.00;0.00;0.00;0.02;0.93;0.06;0.70;0.83
796463337211129856;6154.00;0.00;0.01;0.01;0.78;0.22;0.37;0.16
796463337181614080;0.00;0.00;0.00;0.01;0.99;0.01;0.73;0.75
796463337173348352;6283.00;0.00;0.00;0.00;1.00;0.00;0.76;0.71
796463337160708098;16393.00;0.00;0.00;0.01;0.33;0.67;0.45;0.18
796463337144012806;6156.00;0.00;0.00;0.01;0.78;0.22;0.43;0.49
796463337110261760;104.00;0.00;0.00;0.01;0.75;0.24;0.58;0.54
796463337097822208;3.00;0.00;0.00;0.01;0.71;0.29;0.68;0.50
796463337085149184;36607.00;0.00;0.00;0.01;0.94;0.05;0.60;0.54
796463337085104128;1.00;0.00;0.00;0.00;0.80;0.20;0.65;0.43
796463337072685056;0.00;0.00;0.00;0.01;0.99;0.01;0.48;0.72
796463337064239105;66055.00;0.00;0.00;0.00;1.00;0.00;0.64;0.77
796463337034878978;29.00;0.00;0.00;0.01;0.78;0.22;0.52;0.35
796463336938475520;9241.00;0.00;0.11;0.01;0.80;0.19;0.34;0.20
796463336925908996;2.00;0.00;0.00;0.01;0.97;0.01;0.46;0.59
796463336896548865;507.00;0.00;0.00;0.00;0.95;0.04;0.60;0.35
796463336896360448;2817.00;0.00;0.00;0.00;0.92;0.08;0.65;0.70
796463336888172546;0.00;0.00;0.00;0.00;0.98;0.02;0.67;0.72
796463336871206912;6454.00;0.00;0.00;0.02;0.86;0.12;0.60;0.45
796463336800055296;16.00;0.00;0.00;0.00;0.97;0.03;0.51;0.74
796463336741359616;14.00;0.00;0.00;0.00;0.75;0.25;0.59;0.78
796463336728776706;616.00;0.00;0.53;0.00;0.99;0.01;0.74;0.72
796463336724447232;133.00;0.00;0.00;0.23;0.67;0.10;0.49;0.61
796463336699416579;0.00;0.00;0.00;0.00;0.99;0.01;0.60;0.98
796463336611282944;0.00;1.00;0.00;0.00;0.94;0.06;0.63;0.84
796463336607059970;1803.00;0.00;0.00;0.03;0.81;0.16;0.69;0.58
796463336598761472;2004.00;0.00;0.00;0.00;0.78;0.22;0.69;0.77
796463336581922820;0.00;0.00;0.00;0.00;0.97;0.03;0.38;0.55
796463336531652608;7.00;0.00;0.00;0.00;0.98;0.02;0.47;0.79
796463336519061516;122.00;0.00;0.00;0.01;0.95;0.04;0.54;0.65
796463336514813952;1.00;0.00;0.00;0.01;0.85;0.14;0.69;0.39
796463336493813760;92425.00;0.00;0.00;0.05;0.95;0.01;0.55;0.58
796463336485310464;738.00;0.00;0.00;0.00;0.92;0.07;0.46;0.65
796463336468709376;133.00;0.00;0.00;0.01;0.77;0.22;0.54;0.25
796463336460259328;91867.00;0.00;0.00;0.00;0.99;0.01;0.67;0.77
796463336418181120;103.00;0.00;0.00;0.00;0.89;0.11;0.42;0.11
796463336414203904;106.00;0.00;0.00;0.00;0.96;0.04;0.57;0.69
796463336405639168;209.00;0.00;0.00;0.00;0.91;0.09;0.78;0.67
796463336309293058;757.00;0.00;0.00;0.00;0.99;0.01;0.68;0.67
796463336292368384;1448.00;0.00;0.00;0.00;0.99;0.01;0.55;0.51
796463336275722241;313.00;0.00;0.00;0.00;1.00;0.00;0.59;0.84
796463336271581185;0.00;0.00;0.00;0.00;0.99;0.00;0.68;0.61
796463336238022656;0.00;0.00;0.00;0.02;0.97;0.00;0.76;0.60
796463336221212672;106.00;0.00;0.00;0.01;0.69;0.31;0.36;0.17
796463336196079617;28.00;0.00;0.00;0.01;0.96;0.03;0.60;0.66
796463336183517184;5.00;0.00;0.00;0.30;0.67;0.03;0.63;0.62
796463336179298306;387.00;0.00;0.00;0.01;0.78;0.22;0.52;0.46
796463336091172865;724.00;0.00;0.00;0.03;0.09;0.88;0.45;0.58
796463336061665280;0.00;1.00;0.00;0.00;0.99;0.01;0.79;0.96
796463336057688069;132.00;0.00;0.00;0.02;0.77;0.21;0.45;0.77
796463336045105152;0.00;0.00;0.00;0.01;0.78;0.22;0.39;0.36
796463336023945216;168.00;0.00;0.00;0.00;0.94;0.06;0.74;0.41
796463336003018752;2958.00;0.00;0.00;0.00;1.00;0.00;0.63;0.61
796463335982174208;451.00;0.00;0.01;0.01;0.78;0.22;0.40;0.12
796463335977914369;0.00;0.00;0.00;0.00;1.00;0.00;0.63;0.76
796463335961149440;88220.00;0.00;0.00;0.01;0.94;0.05;0.65;0.86
796463335956971526;6352.00;0.00;0.00;0.00;0.98;0.02;0.86;0.75
796463335931781120;1.00;0.00;0.00;0.27;0.43;0.29;0.68;0.83
796463335877312512;0.00;0.00;0.00;0.00;1.00;0.00;0.79;0.94
796463335856279552;2.00;0.00;0.00;0.00;0.97;0.03;0.69;0.82
796463335843762176;29.00;0.00;0.00;0.01;0.76;0.22;0.66;0.23
796463335810027520;1.00;0.00;0.06;0.01;0.69;0.30;0.35;0.55
796463335743062016;2.00;0.00;0.01;0.01;0.78;0.22;0.33;0.13
796463335722061824;379.00;0.00;0.00;0.00;0.03;0.97;0.74;0.75
796463335696986112;1.00;0.00;0.00;0.00;0.56;0.44;0.71;0.62
796463335688507393;8188.00;0.00;0.00;0.01;0.78;0.22;0.72;0.28
796463335642382337;4160.00;0.00;0.00;0.00;0.99;0.01;0.54;0.80
796463335634063360;0.00;0.00;0.00;0.00;1.00;0.00;0.74;0.55
796463335617138688;0.00;0.00;0.00;0.00;0.45;0.55;0.66;0.92
796463335587926017;0.00;0.00;0.00;0.01;0.92;0.07;0.51;0.79
796463335378190336;16.00;0.00;0.00;0.00;0.98;0.02;0.61;0.54
796463335352827904;158.00;0.00;0.00;0.03;0.83;0.14;0.70;0.56
796463335344656387;4902.00;0.00;0.01;0.00;0.95;0.05;0.33;0.45
796463335340244992;14.00;0.00;0.00;0.00;0.93;0.07;0.73;0.49
796463335327879170;0.00;0.00;0.00;0.00;0.91;0.08;0.57;0.60
796463335294308353;47.00;0.00;0.00;0.00;0.86;0.13;0.50;0.30
796463335290138624;2653.00;0.00;0.00;0.01;0.95;0.04;0.71;0.44
796463335269158912;0.00;2.00;0.00;0.01;0.78;0.22;0.41;0.36
796463335256576008;4855.00;0.00;0.00;0.01;0.78;0.22;0.58;0.38
796463335243915266;0.00;0.00;0.00;0.01;0.78;0.22;0.68;0.13
796463335239774208;3231.00;0.00;0.00;0.00;0.97;0.03;0.68;0.81
796463335197831168;0.00;0.00;0.00;0.00;0.99;0.00;0.72;0.70
796463335143153665;6352.00;0.00;0.00;0.00;0.98;0.02;0.51;0.75
796463335109775361;0.00;1.00;0.00;0.00;1.00;0.00;0.52;0.70
796463335063646208;18301.00;0.00;0.00;0.07;0.79;0.14;0.35;0.14
796463335038390272;40.00;0.00;0.00;0.01;0.78;0.22;0.38;0.37
796463335017500673;1068.00;0.00;0.00;0.01;0.91;0.08;0.47;0.52
796463335004745728;2.00;0.00;0.00;0.00;1.00;0.00;0.60;0.92
796463334946172928;8.00;0.00;0.00;0.00;1.00;0.00;0.54;0.78
796463334933594113;15.00;0.00;0.00;0.01;0.50;0.49;0.46;0.58
796463334929223680;0.00;2.00;0.00;0.00;1.00;0.00;0.60;0.84
796463334904254467;30105.00;0.00;0.00;0.00;0.98;0.02;0.43;0.76
796463334895783937;6418.00;0.00;0.01;0.01;0.95;0.05;0.35;0.23
796463334887395329;0.00;0.00;0.00;0.00;0.99;0.01;0.63;0.64
796463334824509440;6639.00;0.00;0.00;0.01;0.89;0.10;0.58;0.84
796463334820368386;8100.00;0.00;0.00;0.05;0.95;0.01;0.72;0.70
796463334765842436;0.00;1.00;0.01;0.01;0.85;0.14;0.59;0.52
796463334732288003;5245.00;0.00;0.01;0.01;0.78;0.22;0.24;0.16
796463334732107781;36665.00;0.00;0.00;0.01;0.94;0.05;0.53;0.54
796463334723817472;0.00;0.00;0.00;0.00;1.00;0.00;0.62;0.51
796463334702927872;8.00;0.00;0.00;0.00;0.99;0.00;0.59;0.87
796463334685949952;23076.00;0.00;0.00;0.00;0.87;0.13;0.47;0.26
796463334681808896;2671.00;0.00;0.00;0.04;0.95;0.02;0.62;0.57
796463334665179142;0.00;0.00;0.00;0.01;0.62;0.37;0.60;0.69
796463334639833088;0.00;1.00;0.00;0.00;1.00;0.00;0.68;0.85
796463334635683840;7431.00;0.00;0.00;0.00;1.00;0.00;0.59;0.84
796463334623182848;8050.00;0.00;0.01;0.01;0.78;0.22;0.53;0.49
796463334623064065;2494.00;0.00;0.00;0.00;0.91;0.09;0.53;0.32
796463334598049792;906.00;0.00;0.00;0.01;0.89;0.10;0.57;0.66
796463334581239809;724.00;0.00;0.00;0.03;0.09;0.88;0.65;0.58
796463334581157889;23606.00;0.00;0.00;0.00;0.99;0.01;0.56;0.57
796463334577098758;1.00;0.00;0.00;0.00;0.88;0.12;0.47;0.71
796463334560243714;230.00;0.00;0.00;0.01;0.98;0.01;0.67;0.57
796463334547521537;313.00;0.00;0.00;0.01;0.83;0.16;0.65;0.64
796463334543544333;2514.00;0.00;0.01;0.00;0.93;0.07;0.67;0.63
796463334522490881;23987.00;0.00;0.00;0.00;1.00;0.00;0.64;0.73
796463334493065216;6.00;0.00;0.00;0.01;0.78;0.22;0.65;0.50
796463334459666432;409.00;0.00;0.00;0.00;0.96;0.04;0.69;0.64
796463334434504704;2654.00;0.00;0.00;0.01;0.99;0.00;0.61;0.76
796463334426087424;500.00;0.00;0.00;0.02;0.76;0.22;0.46;0.71
796463334405054464;10793.00;0.00;0.00;0.00;0.99;0.00;0.39;0.68
796463334384017408;27611.00;0.00;0.00;0.00;0.91;0.08;0.73;0.69
796463334379823104;1.00;8.00;0.00;0.00;1.00;0.00;0.29;0.93
796463334371586049;0.00;0.00;0.00;0.00;0.99;0.01;0.57;0.90
796463334354776065;7.00;0.00;0.00;0.00;0.99;0.01;0.70;0.75
796463334354776064;671.00;0.00;0.00;0.00;0.99;0.01;0.46;0.69
796463334354624513;39075.00;0.00;0.00;0.01;0.78;0.22;0.44;0.59
796463334342217736;133.00;0.00;0.00;0.00;0.93;0.07;0.57;0.46
796463334325415937;2.00;0.00;0.00;0.00;0.93;0.07;0.47;0.63
796463334316879873;90.00;0.00;0.00;0.03;0.67;0.31;0.66;0.75
796463334283497474;38.00;0.00;0.00;0.01;0.93;0.07;0.73;0.80
796463334262325249;13.00;0.00;0.01;0.00;0.97;0.03;0.51;0.70
796463334254067712;110.00;0.00;0.00;0.00;0.98;0.01;0.82;0.82
796463334203662336;1.00;0.00;0.00;0.00;0.98;0.02;0.68;0.56
796463334191042560;5641.00;0.00;0.00;0.02;0.57;0.41;0.69;0.91
796463334174445568;785.00;0.00;0.00;0.01;0.99;0.00;0.67;0.72
796463334149062656;1.00;2.00;0.00;0.01;0.92;0.07;0.75;0.80
796463334145085442;36719.00;0.00;0.00;0.01;0.94;0.05;0.53;0.54
796463334111531010;489.00;0.00;0.00;0.00;0.88;0.12;0.66;0.67
796463334107336705;0.00;1.00;0.00;0.01;0.99;0.00;0.64;0.79
796463334098870272;780.00;0.00;0.00;0.00;0.92;0.07;0.58;0.65
796463334090567680;426.00;0.00;0.00;0.00;0.99;0.01;0.62;0.76
796463334082170886;110.00;0.00;0.00;0.00;0.86;0.14;0.74;0.63
796463334073565184;2986.00;0.00;0.00;0.00;0.92;0.08;0.58;0.70
796463334065324032;0.00;0.00;0.00;0.01;0.78;0.22;0.66;0.41
796463334035951616;27.00;0.00;0.00;0.00;0.84;0.16;0.68;0.65
796463334031822848;0.00;0.00;0.00;0.00;1.00;0.00;0.83;0.89
796463334006673413;1.00;0.00;0.00;0.01;0.78;0.22;0.56;0.18
796463334002454528;1.00;0.00;0.00;0.00;1.00;0.00;0.72;0.82
796463333981331456;1176.00;0.00;0.00;0.01;0.98;0.01;0.77;0.62
796463333964660736;61797.00;0.00;0.00;0.01;0.99;0.01;0.35;0.67
796463333943586816;7.00;0.00;0.00;0.00;0.99;0.01;0.57;0.75
796463333872431108;1.00;0.00;0.00;0.00;0.38;0.62;0.63;0.78
796463333830492164;3363.00;0.00;0.00;0.01;0.78;0.22;0.66;0.30
796463333759131648;250.00;0.00;0.00;0.01;0.98;0.01;0.62;0.49
796463333746601984;0.00;0.00;0.00;0.00;0.75;0.25;0.58;0.65
796463333734043655;71.00;0.00;0.00;0.01;0.98;0.01;0.61;0.74
796463333733974020;0.00;0.00;0.00;0.00;0.99;0.00;0.66;0.83
796463333729849347;0.00;0.00;0.00;0.02;0.86;0.12;0.66;0.46
796463333675298817;2.00;0.00;0.00;0.01;0.92;0.07;0.65;0.81
796463333675253760;6205.00;0.00;0.00;0.22;0.61;0.17;0.62;0.62
796463333654171648;88258.00;0.00;0.00;0.01;0.94;0.05;0.86;0.86
796463333645971456;107.00;0.00;0.00;0.01;0.69;0.31;0.41;0.17
796463333624815616;39.00;0.00;0.00;0.00;1.00;0.00;0.61;0.81
796463333608013825;2.00;0.00;0.00;0.00;1.00;0.00;0.56;0.54
796463333604020229;0.00;0.00;0.00;0.00;1.00;0.00;0.70;0.74
796463333578711041;172.00;0.00;0.00;0.00;0.97;0.03;0.53;0.46
796463333570412544;63.00;0.00;0.00;0.00;0.99;0.00;0.38;0.47
796463333566251008;0.00;0.00;0.00;0.00;1.00;0.00;0.68;0.72
796463333561880576;11.00;0.00;0.00;0.00;0.89;0.10;0.45;0.46
796463333532499968;60.00;0.00;0.00;0.00;0.99;0.01;0.73;0.95
796463333528453120;12.00;0.00;0.00;0.00;0.67;0.33;0.48;0.27
796463333490786304;132137.00;0.00;0.00;0.01;0.85;0.14;0.43;0.48
796463333465473024;443.00;0.00;0.00;0.00;0.98;0.02;0.57;0.81
796463333440307200;10515.00;0.00;0.00;0.00;0.99;0.01;0.43;0.56
796463333419270145;38.00;0.00;0.00;0.01;0.96;0.03;0.64;0.69
796463333339607040;2201.00;0.00;0.00;0.00;0.91;0.09;0.57;0.95
796463333322932225;2920.00;0.00;0.00;0.04;0.92;0.04;0.46;0.57
796463333301813248;2539.00;0.00;0.01;0.00;0.93;0.07;0.65;0.63
796463333297836034;744.00;0.00;0.00;0.03;0.09;0.88;0.70;0.58
796463333255811072;109.00;0.00;0.00;0.01;0.44;0.54;0.53;0.37
796463333239115777;48.00;0.00;0.00;0.02;0.96;0.02;0.73;0.87
796463333213962241;1.00;2.00;0.00;0.01;0.78;0.22;0.52;0.24
796463333213949956;2150.00;0.00;0.00;0.01;0.82;0.17;0.48;0.71
796463333213880320;19.00;0.00;0.12;0.01;0.89;0.11;0.67;0.44
796463333209735168;0.00;5.00;0.00;0.00;0.99;0.01;0.72;0.91
796463333209575424;0.00;0.00;0.00;0.01;0.85;0.14;0.55;0.79
796463333155229696;0.00;0.00;0.00;0.00;0.80;0.20;0.78;0.43
796463333130063874;779.00;0.00;0.00;0.01;0.78;0.22;0.54;0.24
796463333109039104;0.00;0.00;0.00;0.00;1.00;0.00;0.73;0.88
796463333096493057;11.00;0.00;0.00;0.00;1.00;0.00;0.68;0.54
796463333083926538;13.00;0.00;0.00;0.01;0.78;0.22;0.55;0.60
796463333075468290;0.00;0.00;0.00;0.00;0.99;0.01;0.50;0.82
796463333033570304;0.00;2.00;0.00;0.03;0.70;0.27;0.56;0.90
796463332983275520;1171.00;0.00;0.00;0.00;0.98;0.02;0.34;0.70
796463332932907009;15551.00;0.00;0.00;0.02;0.30;0.68;0.64;0.60
796463332916133889;91.00;0.00;0.00;0.00;1.00;0.00;0.51;0.63
796463332899377153;1582.00;0.00;0.00;0.00;0.99;0.01;0.55;0.67
796463332895182854;313.00;0.00;0.00;0.00;1.00;0.00;0.69;0.84
796463332869873664;5641.00;0.00;0.00;0.02;0.57;0.41;0.73;0.91
796463332815413250;1.00;0.00;0.00;0.01;0.78;0.22;0.50;0.32
796463332806885376;0.00;0.00;0.00;0.00;0.59;0.40;0.76;0.95
796463332802838528;57.00;0.00;0.00;0.00;0.94;0.06;0.38;0.66
796463332794372096;825.00;0.00;0.00;0.02;0.96;0.02;0.43;0.25
796463332790325250;1.00;1.00;0.00;0.00;0.99;0.01;0.69;0.78
796463332764971008;12.00;0.00;0.00;0.02;0.91;0.06;0.53;0.37
796463332706451457;1.00;0.00;0.27;0.00;0.94;0.05;0.39;0.27
796463332656037888;24.00;0.00;0.00;0.02;0.95;0.03;0.76;0.81
796463332647694336;609.00;0.00;0.00;0.00;0.91;0.09;0.63;0.68
796463332639330305;270.00;0.00;0.00;0.00;0.99;0.00;0.69;0.70
796463332622561280;41.00;0.00;0.01;0.00;0.91;0.08;0.28;0.42
796463332609978369;745.00;0.00;0.00;0.00;1.00;0.00;0.64;0.54
796463332588826624;25.00;0.00;0.00;0.01;0.69;0.31;0.64;0.61
796463332563845120;1.00;0.00;0.00;0.73;0.26;0.00;0.51;0.81
796463332563832835;6478.00;0.00;0.00;0.00;0.98;0.02;0.66;0.75
796463332542861330;331.00;0.00;0.00;0.00;0.89;0.11;0.75;0.73
796463332542840832;935.00;0.00;0.00;0.00;0.85;0.15;0.61;0.87
796463332521869312;255.00;0.00;0.00;0.01;0.85;0.14;0.59;0.68
796463332517675008;0.00;0.00;0.00;0.00;1.00;0.00;0.79;0.80
796463332513329152;144.00;0.00;0.00;0.16;0.72;0.12;0.73;0.72
796463332505096193;510.00;0.00;0.00;0.00;0.99;0.01;0.59;0.31
796463332446371840;2920.00;0.00;0.00;0.04;0.92;0.04;0.53;0.57
796463332412850176;4012.00;0.00;0.00;0.00;0.98;0.02;0.59;0.56
796463332387590144;18.00;0.00;0.00;0.00;0.97;0.03;0.45;0.33
796463332379148288;4.00;0.00;0.00;0.00;1.00;0.00;0.65;0.65
796463332337352705;1.00;0.00;0.00;0.05;0.85;0.10;0.55;0.66
796463332316221440;63401.00;0.00;0.00;0.01;0.78;0.22;0.45;0.20
796463332311986176;27728.00;0.00;0.00;0.00;0.91;0.08;0.51;0.69
796463332303798273;1.00;0.00;0.00;0.00;0.98;0.02;0.49;0.63
796463332219899906;0.00;0.00;0.00;0.00;1.00;0.00;0.69;0.50
796463332215705600;4.00;0.00;0.00;0.00;0.97;0.03;0.57;0.64
796463332207140864;2075.00;0.00;0.00;0.28;0.29;0.43;0.44;0.62
796463332203122691;0.00;0.00;0.00;0.01;0.77;0.22;0.78;0.56
796463332194553857;16.00;0.00;0.00;0.00;0.98;0.02;0.36;0.54
796463332160962560;38695.00;0.00;0.00;0.00;0.98;0.02;0.66;0.71
796463332152803328;0.00;1.00;0.00;0.00;0.74;0.26;0.60;0.84
796463332123361281;20.00;0.00;0.00;0.00;1.00;0.00;0.59;0.86
796463332102270976;13339.00;0.00;0.00;0.02;0.43;0.56;0.66;0.85
796463332060446720;912.00;0.00;0.00;0.01;0.89;0.10;0.64;0.66
796463332039553024;4463.00;0.00;0.00;0.01;0.33;0.67;0.53;0.20
796463331976630274;0.00;0.00;0.00;0.10;0.86;0.04;0.46;0.92
796463331955580928;9562.00;0.00;0.00;0.02;0.95;0.03;0.41;0.49
796463331909345280;0.00;0.00;0.00;0.00;0.88;0.12;0.79;0.63
796463331888549895;689.00;0.00;0.00;0.01;0.78;0.22;0.40;0.22
796463331838140416;226.00;0.00;0.00;0.00;0.95;0.05;0.52;0.61
796463331825635328;0.00;0.00;0.00;0.12;0.81;0.07;0.82;0.90
796463331817226241;1914.00;0.00;0.00;0.00;0.93;0.07;0.75;0.40
796463331800469509;90.00;0.00;0.00;0.01;0.78;0.22;0.41;0.58
796463331720642561;0.00;0.00;0.00;0.00;0.91;0.09;0.63;0.99
796463331695534080;0.00;0.00;0.00;0.00;0.93;0.07;0.38;0.80
796463331683008512;1914.00;0.00;0.00;0.00;0.93;0.07;0.42;0.40
796463331670454273;5659.00;0.00;0.00;0.00;1.00;0.00;0.61;0.51
796463331670454272;0.00;1.00;0.00;0.00;1.00;0.00;0.71;0.88
796463331649396736;2.00;0.00;0.00;0.01;0.99;0.01;0.53;0.57
796463331636813824;185.00;0.00;0.00;0.00;0.98;0.02;0.57;0.62
796463331632619520;1220.00;0.00;0.00;0.00;0.96;0.04;0.41;0.27
796463331624308745;27.00;0.00;0.00;0.00;0.99;0.01;0.74;0.63
796463331624308741;103564.00;0.00;0.00;0.00;1.00;0.00;0.70;0.86
796463331590737921;128.00;0.00;0.00;0.01;0.94;0.06;0.54;0.84
796463331573977094;6573.00;0.00;0.00;0.00;1.00;0.00;0.48;0.83
796463331506851842;0.00;0.00;0.00;0.00;1.00;0.00;0.50;0.88
796463331443777536;0.00;0.00;0.00;0.11;0.75;0.14;0.79;0.92
796463331427160064;138.00;0.00;0.00;0.00;1.00;0.00;0.66;0.86
796463331401928705;50.00;0.00;0.00;0.00;0.97;0.03;0.60;0.59
796463331393425408;0.00;0.00;0.00;0.00;1.00;0.00;0.64;0.66
796463331385233410;17632.00;0.00;0.00;0.02;0.64;0.34;0.56;0.55
796463331326316552;35709.00;0.00;0.56;0.00;1.00;0.00;0.53;0.66
796463331317927936;26.00;0.00;0.00;0.33;0.59;0.09;0.70;0.70
796463331313913857;13339.00;0.00;0.00;0.02;0.43;0.56;0.59;0.85
